;0;1;2;3;4;5;6;7;8;9;10;11;12;13
0;1.9274199701981267;5.415481054087983;18.726570648134214;10.640500806936531;39.59786943483156;3.48335389683875;48.949157650892936;8.091457057166036;4.050672048082144;3.119612522022469;9.88988995707523;11.476938126122498;3.11761661441177;1104.3763443160958
1;2.5934226117312593;7.524929473919471;14.139414724598096;8.56166560575536;36.46782616054821;4.91618668639167;44.771521018682336;10.674548651728982;5.345178209577147;3.572166947698178;6.847926525074052;10.431753797292956;3.5750523681071433;1106.4801083645182
2;4.118964447489787;12.239399890381124;8.367468541389426;5.052707603647663;31.135421634540165;8.06809763723809;37.65580416583361;16.71113896086457;8.372982846358713;4.800897551753152;2.416616518705056;8.649482768363756;4.816739017827503;1110.0933104983978
3;5.2904006876134915;15.828394778521304;8.674888073360536;2.702024393837015;27.40306796792511;10.446805090907695;32.676662905966865;21.396711910359762;10.726023662594073;5.840853517977225;3.3850332569117154;7.40025669100524;5.870435069191051;1112.6456150852046
4;5.075411479476588;15.170391078248313;8.270148553658526;3.1090166002076867;28.077647552064633;10.011601037451415;33.57646965476431;20.53473850205802;10.292962600338761;5.646101887060886;2.888290657837729;7.626174750945329;5.672888551227501;1112.1828117708092
5;4.82786286133875;14.412474437820096;7.982399038530954;3.594412303780313;28.859283456399226;9.509845873846801;34.619146278378345;19.54325644988878;9.794940187912179;5.42376906008243;2.4273253538512787;7.887866417363513;5.44749192379848;1111.6474071285954
6;5.486124677147116;16.427306964765613;9.15038043968638;2.3480127042655528;26.79196001063162;10.842614448873977;31.861572758016855;22.182117935096294;11.120690397256421;6.019362843923704;3.883738295729927;7.195536527722634;6.051598354127863;1113.0654686483622
7;5.892135389521714;17.669474498259085;10.392793618941825;1.7009989593607764;25.53223890596019;11.662645331261473;30.181550575494416;23.813255266916844;11.940561377698252;6.392907131435223;4.996519581332316;6.773339671428139;6.430984430105319;1113.932779326719
8;5.75433350987337;17.247897398055642;9.937911013254782;1.9024859388512738;25.958679069591845;11.384467614508411;30.750241187158622;23.259366504037335;11.662122146998325;6.265667396891783;4.6104650656116695;6.916291990222172;6.301710791552647;1113.6388963211912
9;5.510227105801216;16.50105367582094;9.215164717193906;2.305823156534056;26.716889034887302;10.891332337529674;31.76144751732297;22.278879194455833;11.169317809231668;6.041419826490775;3.947321962214639;7.170383837136667;6.073989419960968;1113.1170847649332
