;0;1;2;3;4;5;6;7;8;9;10;11;12;13
0;1.9170002932022892;5.387079489404049;18.57791709020342;10.5591300512607;39.31798594974942;3.4655060162345195;48.601459212975875;8.046663512006718;4.028237096261572;3.100201271278192;9.808603010474378;11.395125182256892;3.0982660754556686;1106.7461448704344
1;2.2753045743449496;6.529298776494972;15.831764730727214;9.334975268757233;37.47552157205859;4.24431164624201;46.14238808529723;9.429890164416472;4.721366354675725;3.334991494130742;8.009124826113611;10.779987060100838;3.3357266050115726;1108.0020499185257
2;3.1833708602284827;9.36138938265909;11.119466668729757;7.021039443219873;33.98010134572777;6.150383504986066;41.47770337210577;12.992594976620769;6.507300022957042;4.012951793301419;4.7096452613336695;9.612360570568077;4.020307840076128;1110.3964752956106
3;3.788925624569195;11.227731043786216;9.000441741952892;5.666201752932945;31.918075672624102;7.396036249341193;38.72627197107321;15.394119768334305;7.711948646669748;4.5105258568189015;3.0039290828499454;8.923092524840223;4.523114383486708;1111.8164612056794
4;3.3571141722373374;9.89799508905295;10.424477389232347;6.623203237463951;33.37631985013702;6.509148785068625;40.67202608827522;13.680097032936784;6.852096254925182;4.1527570091029995;4.175677129485131;9.41057524993314;4.1615319230463665;1110.8116768781013
5;3.0584278045450843;8.974774210071443;11.658205811799204;7.312873023808921;34.422321793207125;5.891533770306044;42.06781123490339;12.499103712924232;6.259837329182771;3.914108101145475;5.111166336246193;9.760132544858864;3.9204814274233106;1110.0926772918485
6;3.528340485514341;10.425860461086723;9.804892889799746;6.2388371823971855;32.791764043967994;6.861556401357509;39.89202717018065;14.358918412895841;7.192591926357587;4.292980841173731;3.68054668330281;9.21518503709623;4.303217350923546;1111.2141164271861
7;3.5416975638586026;10.467002388919038;9.759450285980996;6.209140749833837;32.74654384751789;6.889003870386783;39.831688783779974;14.411920369744283;7.219179705732766;4.304014550835605;3.643399916912302;9.200068730795879;4.314367640066649;1111.2452670870146
8;3.0138700115456984;8.836729442467144;11.858035496210803;7.41827605753221;34.581915067893746;5.799027918007351;42.28077880498038;12.323313458145162;6.1716934395438345;3.879224856890496;5.257787092268532;9.813458217536006;3.8852549062771224;1109.98310197595
9;2.8237288921523622;8.246504209381083;12.756398387562356;7.877276207765668;35.27621267111069;5.402977203093483;43.20729554437002;11.57447776447406;5.796254819423619;3.7326988371737895;5.904084834012865;10.045424146383567;3.7373031514525117;1109.5067875029285
10;3.3396436813147607;9.844085370683347;10.491425558745354;6.662828765980225;33.43651154357058;6.4731305235829995;40.75234390508605;13.610904498924262;6.817392353402078;4.13858196328318;4.228017069439719;9.430692864167266;4.147211342436989;1110.77026339687
11;3.4824331517588654;10.284418979125173;9.964338479791538;6.3412073191910485;32.94758238349643;6.767175503752812;40.09994018274733;14.176804317116073;7.1012386282432365;4.255161167860944;3.809937106979197;9.267270948940476;4.264999449134951;1111.1067983650632
12;3.3092636351274276;9.75031561373989;10.609432838614438;6.731927689289375;33.54144407174306;6.410468071152044;40.89236301330645;13.490615089229472;6.757061831079823;4.11399331536823;4.319776313710067;9.465763269596431;4.12237116762618;1110.6980784691968
13;3.6228764953198933;10.716952108754352;9.492719471260255;6.029489623806135;32.47278724863905;7.055694005111146;39.46641248206807;14.734193908990742;7.380852107535901;4.371353973399537;3.4228401034080007;9.108552677021144;4.382425575653179;1111.4339090380008
14;4.219809696307516;12.550768075379393;8.10614166269026;4.7468269087977095;30.505227029780624;8.275970460518538;36.84124714889479;17.110551935704684;8.573346016909717;4.879577195535691;2.2328978756741025;8.450586368731619;4.8964122492980096;1112.792711983658
15;4.236932631015721;12.603286232767205;8.083338260347753;4.71094395460452;30.44973959421017;8.310856407744643;36.76721908757766;17.17886578986002;8.607636270405779;4.894453570403389;2.2158385623329298;8.432025100445987;4.911466571661587;1112.8311084544073
16;3.6665055783786245;10.851218456191223;9.356261549251322;5.933507396214954;32.326383828811785;7.145195761621272;39.27106708923309;14.907496141308766;7.467796098893256;4.407739337919621;3.3082748835754625;9.059607567918961;4.419203263370692;1111.5348346951491
