;Residual_Actual;Residual_Optimized
0;3401.59513312019;4681.614631758717
1;4867.5024446492225;4887.425401766703
2;6041.620882204861;4463.939344292535
3;5944.717767230903;5448.663042361111
4;6110.9803054470485;11172.974220746528
5;5040.460663259549;13652.593903949652
6;8576.066960134549;18935.034510112848
7;9126.075990928819;17509.449713194444
8;7978.303535677082;8923.914909505209
9;6684.718815733507;6005.744470507813
10;10494.406585546874;7252.281407790799
11;12294.737028115373;4891.123452109425
12;10851.330919267599;1050.4554625449675
13;11485.804698697917;1374.0042864664713
14;10322.118883767362;3598.5318165418835
15;8963.604601041667;3385.867461979167
16;6934.41045282118;2861.141994249132
17;4622.442757769097;1297.600175971137
18;6862.595008355034;3565.2456794596355
19;8026.859747265625;3688.827989919705
20;11233.956453862846;4487.6425925998265
21;13414.844070703124;4234.526942426215
22;13206.865314109205;4409.810193377113
23;8656.959747951165;3297.7832584761886
24;11474.097878949653;4138.174898480903
25;13990.881028038195;4408.484650846354
26;15613.104166579862;5964.982192556424
27;11525.924300347224;5730.891436176215
28;6995.3106791449645;2550.2702153103296
29;8962.94885687934;3203.5076343967016
30;12264.96424201389;6268.813844715712
31;12589.752;6188.59035030382
32;4855.703521180555;2857.7891524739584
33;1514.4443640770917;8757.599374170068
34;2978.4017962427333;9101.333760802496
35;6685.646909147135;11880.221554123265
36;6433.207792860243;13280.7669609375
37;8033.478992773437;10359.875894921875
38;7159.816317296008;13845.85838033854
39;5937.2215022135415;17711.74122326389
40;2319.374015684679;13442.724312890625
41;7346.327354530165;17845.858826649306
42;4211.90995608724;16678.28306671007
43;-1889.386839577908;17816.25533203125
44;-8209.991369622347;11037.93605643203
45;-8153.468811296855;15520.132954560839
46;-6954.080102170139;17447.757843315972
47;-4654.678577473958;12952.165667230904
48;-5327.4425637803815;13597.088121180555
49;-5834.136361588542;7095.227945855035
50;-5267.770985698785;7841.219902539063
51;-6378.9908819444445;8787.10784702691
52;-6757.79981421441;4126.51174718967
53;-4582.056093337674;3589.2755972439236
54;267.3330280582693;6788.285318825955
55;5005.702566520356;4923.065824473916
56;7615.090700161409;2041.8526650454519
57;5192.53952953559;1036.357483207872
58;6007.848054253473;1333.0157679823135
59;11413.443335915797;1660.7626612874349
60;14813.451549001735;3802.9012729546444
61;16220.384863715277;3805.8829262912327
62;14202.852036154514;4471.260624229601
63;11234.419895659723;6173.51395594618
64;7428.045721440973;2647.4356911024306
65;5468.123858181423;1425.2700141601563
66;8819.82688020176;2770.9245051008247
67;7825.146207220326;2986.748224705334
68;3095.804823871528;1393.5420357096352
69;3292.574783452691;1370.2870560275608
70;5924.629637706163;2843.6618421495223
71;5551.2481921875005;3382.690913346354
72;6808.404454166666;5821.120987706164
73;8581.591823893228;8466.51712938368
74;11071.761507291667;11073.484359375001
75;8189.088662912326;8178.156166905382
76;3396.5878376519095;3380.221112825521
77;3250.877254144181;3084.288834051677
78;5886.083395929187;5055.279827675909
79;6653.522054188368;5759.587556076389
80;3031.583861187066;2100.7187364583333
81;3306.994386794705;2076.9482551378037
82;5835.205317306858;4090.3101888129345
83;6355.71788079427;4558.024464756944
84;7045.754622916666;5136.1660365234375
85;7550.508324717883;5650.678840342882
86;8166.91978125;4491.25055844184
87;6921.08251547309;2651.116628016493
88;6177.871955456225;1497.795886220829
89;6663.225870964988;1334.4285616047546
90;9600.789628385417;3850.399992578125
91;16385.17685763889;9118.22323893229
92;19397.977398524305;12001.030822699653
93;17508.27020060764;9391.169027994792
94;11811.071422135416;6158.964275781251
95;3900.526947894965;2323.4499085394964
