;Tariff_mean;Tariff_max_1;Tariff_min_1;Tariff_max_2;Tariff_min_2;Tariff_max_3;Tariff_min_3
148;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
149;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
150;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
151;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
152;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
153;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
154;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
155;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
156;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
157;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
158;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
159;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
160;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
161;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
162;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
163;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
164;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
165;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
166;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
167;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
168;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
169;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
170;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
171;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
172;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
173;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
174;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
175;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
176;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
177;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
178;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
179;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
180;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
181;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
182;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
183;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
184;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
185;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
186;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
187;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
188;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
189;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
190;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
191;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
192;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
193;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
194;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
195;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
196;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
197;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
198;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
199;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
200;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
201;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
202;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
203;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
204;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
205;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
206;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
207;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
208;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
209;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
210;0.075287397;0.079148176;0.071426619;0.083008954;0.06756584;0.086869733;0.063705062
