;Residual_Actual;Residual_Optimized
0;3381.132622450684;1121.1427231857733
1;8043.891240606008;5198.468005297879
2;17341.948544010418;10955.98809780816
3;24894.154988802085;13054.855247135418
4;23970.62909166667;10475.6585875
5;19130.372104427082;6233.9952785590285
6;19256.268292013887;9436.694419422744
7;14313.694791015625;8329.490762586805
8;15041.49303624132;9591.68927157118
9;17417.222167621527;7670.5025303168395
10;18251.998961805555;7303.8061625
11;16675.962316393277;6989.551404643216
12;13563.205838335514;4784.5769294698
13;9913.598196050347;5993.473682204862
14;9937.806572439236;8477.374776497396
15;11777.300494661458;10793.65042717014
16;9707.173483680555;8082.865925434028
17;11979.0654515625;5036.105347243924
18;13230.794854730904;3740.050427061632
19;19510.580547656253;6994.715360731337
20;23735.803166927082;6606.301912152778
21;19785.6643703125;7644.1776484375005
22;22836.395400083366;10717.540580113342
23;26024.93283130004;11376.680451684442
24;23223.619626736112;8840.610491927084
25;21834.816346267362;4996.680839257812
26;24901.283913975694;10045.575532465276
27;28006.547179513887;10833.159095355904
28;27213.638462847222;10649.637594097221
29;21961.86262361111;10429.505535373264
30;6655.21635687934;328.6729156546487
31;-2936.2623899956598;3595.0960299831813
32;-6905.611380295139;4295.338634722222
33;-6491.770880314192;4193.797025783679
34;-6431.29145848832;2822.40247344147
35;-7095.054931184895;11925.255218543836
36;-5175.099124956598;20381.052555989583
37;-6086.939432834201;18159.643358072917
38;-6152.422338541666;26817.107170225696
39;-6375.594955555555;17156.280071006946
40;-10515.48185640191;11972.913737717014
41;-17368.452311979167;19500.59552842882
42;-17656.760963194443;8537.281011046007
43;-20430.30628706597;9100.82807938368
44;-29906.92261701291;7632.694955566851
45;-31745.719189379703;4954.016073258961
46;-27253.877632986114;7456.616536675347
47;-29753.835392534722;3636.096302235243
48;-26214.896369010417;2569.31840886595
49;-19774.690514756945;6909.39431219618
50;-8474.42096438802;14097.394495855035
51;-6735.302698090279;8275.717028537327
52;-7948.552835460069;8055.8289653211805
53;-9107.372852213543;377.1580125641637
54;-6461.155112760417;2571.2446506585015
55;-10324.29823107057;-5337.913061492237
56;-15323.432594338023;-13907.957035008498
57;-16354.261847786458;-9602.397480859376
58;-10175.404720182292;-2967.0336762044267
59;-8312.172332877604;-1876.843886360677
60;-9388.236998914932;-9745.784978260634
61;-7965.816634396701;-10392.412750781252
62;-3202.909117296007;-6455.66247858073
63;4258.862400976563;-258.27218564052583
64;6805.79213873698;930.4817809991201
65;12576.273420421006;4411.618181304253
66;20048.1762299773;10045.734059639
67;23538.224181401547;10042.26943138466
68;20466.740841840277;10299.804074305555
69;13029.894762760418;5997.3365269748265
70;12878.500299218751;3851.7692054036456
71;15377.412963411458;5553.133314746094
72;9530.562922482639;2230.5009425672743
73;6514.265503255208;2158.4934807400173
74;7229.3514024088545;4278.1625381184895
75;6158.802091145833;4443.590461697048
76;5078.788068967014;2460.7756104275177
77;11527.859092680143;2359.797930271609
78;15321.565584139968;4551.41929051009
79;18559.86002764757;6844.178971744791
80;19241.73192170139;6165.0726588975685
81;12481.620738498264;3331.338216579861
82;15458.860204991319;9159.967846657986
83;13693.0168578125;7257.923662217882
84;11207.84762265625;5459.219834874131
85;9716.600419574654;3730.868310590278
86;9180.126394184028;3589.2282562717014
87;14279.114442708333;5572.521000217014
88;18271.885863993204;4600.2678653068
89;21208.04094140075;7030.634289107989
90;20892.902014409723;6190.922610546875
91;24821.501090190974;10273.514506011285
92;23665.50741918403;16078.919743359374
93;23975.941482986113;16904.97089809028
94;18769.700647916667;11381.252274782986
95;6141.04722329644;6012.010928710937
