;Washing_Machine;Cloth_Dryer;Dish_Washer;EV;Electric_Water_Heater;Best_Reward;evaluate_policy_results
0;15.716666666666667;7.916666666666667;12.2;9.366666666666667;13.383333333333333;1.9234010106919566;(1.9234009981155396, 0.0)
