;Washing_Machine;Cloth_Dryer;Dish_Washer;EV;Electric_Water_Heater;Best_Reward;evaluate_policy_results
0;16.083333333333332;10.683333333333334;12.966666666666667;8.25;11.85;1.805406689661684;(1.8054066896438599, 0.0)
