;Feed_in_Price_EUR_kWh;Electricity_Price_EUR_kWh;PV_Power_W;Irradiance;Time_unix
81;0.0816;0.267317;0.019500756;0.002359342;1609464060
82;0.0816;0.267317;0.031145149;0.002359342;1609464120
83;0.0816;0.267317;0.027957452;0.002359342;1609464180
84;0.0816;0.267317;0.036615177;0.002359342;1609464240
85;0.0816;0.267317;0.042660926;0.002359342;1609464300
86;0.0816;0.267317;0.030513836;0.002359342;1609464360
87;0.0816;0.267317;0.032623065;0.002359342;1609464420
88;0.0816;0.267317;0.023355853;0.002359342;1609464480
89;0.0816;0.267317;0.027606771;0.002359342;1609464540
90;0.0816;0.267317;-0.017143649;0.003102221;1609464600
91;0.0816;0.267317;0.029768199;0.003102221;1609464660
92;0.0816;0.267317;0.034788324;0.003102221;1609464720
93;0.0816;0.267317;0.092077608;0.003102221;1609464780
94;0.0816;0.267317;0.044085685;0.003102221;1609464840
95;0.0816;0.267317;0.043216815;0.003102221;1609464900
96;0.0816;0.267317;0.044767714;0.003102221;1609464960
97;0.0816;0.267317;0.048044522;0.003102221;1609465020
98;0.0816;0.267317;0.042692016;0.003102221;1609465080
99;0.0816;0.267317;0.041804691;0.003102221;1609465140
100;0.0816;0.267317;0.039759922;0.003973333;1609465200
101;0.0816;0.267317;0.035675294;0.003973333;1609465260
102;0.0816;0.267317;0.046020396;0.003973333;1609465320
103;0.0816;0.267317;0.043598832;0.003973333;1609465380
104;0.0816;0.267317;0.039874787;0.003973333;1609465440
105;0.0816;0.267317;0.036299921;0.003973333;1609465500
106;0.0816;0.267317;0.061615229;0.003973333;1609465560
107;0.0816;0.267317;0.049787899;0.003973333;1609465620
108;0.0816;0.267317;0.03775362;0.003973333;1609465680
109;0.0816;0.267317;0.053019441;0.003973333;1609465740
110;0.0816;0.267317;0.068245759;0.004981284;1609465800
111;0.0816;0.267317;0.058361622;0.004981284;1609465860
112;0.0816;0.267317;0.069473605;0.004981284;1609465920
113;0.0816;0.267317;0.067871155;0.004981284;1609465980
114;0.0816;0.267317;0.058515335;0.004981284;1609466040
115;0.0816;0.267317;0.059945877;0.004981284;1609466100
116;0.0816;0.267317;0.069369005;0.004981284;1609466160
117;0.0816;0.267317;0.060956511;0.004981284;1609466220
118;0.0816;0.267317;0.064551884;0.004981284;1609466280
119;0.0816;0.267317;0.049378641;0.004981284;1609466340
120;0.0816;0.264428;0.114743034;0.00613468;1609466400
121;0.0816;0.264428;0.08392654;0.00613468;1609466460
122;0.0816;0.264428;0.041550618;0.00613468;1609466520
123;0.0816;0.264428;0.030480925;0.00613468;1609466580
124;0.0816;0.264428;0.059997112;0.00613468;1609466640
125;0.0816;0.264428;0.095437501;0.00613468;1609466700
126;0.0816;0.264428;0.075431356;0.00613468;1609466760
127;0.0816;0.264428;0.070010713;0.00613468;1609466820
128;0.0816;0.264428;0.085529037;0.00613468;1609466880
129;0.0816;0.264428;0.075023763;0.00613468;1609466940
130;0.0816;0.264428;0.093146233;0.007442127;1609467000
131;0.0816;0.264428;0.070376876;0.007442127;1609467060
132;0.0816;0.264428;0.090050755;0.007442127;1609467120
133;0.0816;0.264428;0.085110214;0.007442127;1609467180
134;0.0816;0.264428;0.10811184;0.007442127;1609467240
135;0.0816;0.264428;0.076025029;0.007442127;1609467300
136;0.0816;0.264428;0.073708473;0.007442127;1609467360
137;0.0816;0.264428;0.064918983;0.007442127;1609467420
138;0.0816;0.264428;0.111752963;0.007442127;1609467480
139;0.0816;0.264428;0.120002413;0.007442127;1609467540
140;0.0816;0.264428;0.124980517;0.00891223;1609467600
141;0.0816;0.264428;0.108152297;0.00891223;1609467660
142;0.0816;0.264428;0.096777767;0.00891223;1609467720
143;0.0816;0.264428;0.103008333;0.00891223;1609467780
144;0.0816;0.264428;0.105070487;0.00891223;1609467840
145;0.0816;0.264428;0.100566824;0.00891223;1609467900
146;0.0816;0.264428;0.105407535;0.00891223;1609467960
147;0.0816;0.264428;0.11176775;0.00891223;1609468020
148;0.0816;0.264428;0.095094742;0.00891223;1609468080
149;0.0816;0.264428;0.072492955;0.00891223;1609468140
150;0.0816;0.264428;0.118397328;0.010553596;1609468200
151;0.0816;0.264428;0.116225243;0.010553596;1609468260
152;0.0816;0.264428;0.139240582;0.010553596;1609468320
153;0.0816;0.264428;0.158195864;0.010553596;1609468380
154;0.0816;0.264428;0.07194507;0.010553596;1609468440
155;0.0816;0.264428;0.140418884;0.010553596;1609468500
156;0.0816;0.264428;0.115727503;0.010553596;1609468560
157;0.0816;0.264428;0.135032948;0.010553596;1609468620
158;0.0816;0.264428;0.136414324;0.010553596;1609468680
159;0.0816;0.264428;0.131268326;0.010553596;1609468740
160;0.0816;0.264428;0.118818682;0.012374829;1609468800
161;0.0816;0.264428;0.133923452;0.012374829;1609468860
162;0.0816;0.264428;0.123296398;0.012374829;1609468920
163;0.0816;0.264428;0.130297026;0.012374829;1609468980
164;0.0816;0.264428;0.136850051;0.012374829;1609469040
165;0.0816;0.264428;0.026161832;0.012374829;1609469100
166;0.0816;0.264428;0.105758039;0.012374829;1609469160
167;0.0816;0.264428;0.130748152;0.012374829;1609469220
168;0.0816;0.264428;0.096333396;0.012374829;1609469280
169;0.0816;0.264428;0.220301992;0.012374829;1609469340
170;0.0816;0.264428;0.154639664;0.014384537;1609469400
171;0.0816;0.264428;0.157497817;0.014384537;1609469460
172;0.0816;0.264428;0.157984854;0.014384537;1609469520
173;0.0816;0.264428;0.151082036;0.014384537;1609469580
174;0.0816;0.264428;0.160887994;0.014384537;1609469640
175;0.0816;0.264428;0.156139884;0.014384537;1609469700
176;0.0816;0.264428;0.163970666;0.014384537;1609469760
177;0.0816;0.264428;0.158026448;0.014384537;1609469820
178;0.0816;0.264428;0.164161567;0.014384537;1609469880
179;0.0816;0.264428;0.150896625;0.014384537;1609469940
180;0.0816;0.263938;0.147875579;0.016591325;1609470000
181;0.0816;0.263938;0.182275523;0.016591325;1609470060
182;0.0816;0.263938;0.156686843;0.016591325;1609470120
183;0.0816;0.263938;0.197595595;0.016591325;1609470180
184;0.0816;0.263938;0.191252444;0.016591325;1609470240
185;0.0816;0.263938;0.202994919;0.016591325;1609470300
186;0.0816;0.263938;0.178448854;0.016591325;1609470360
187;0.0816;0.263938;0.192358903;0.016591325;1609470420
188;0.0816;0.263938;0.19811293;0.016591325;1609470480
189;0.0816;0.263938;0.193799111;0.016591325;1609470540
190;0.0816;0.263938;0.19108377;0.019003798;1609470600
191;0.0816;0.263938;0.200295763;0.019003798;1609470660
192;0.0816;0.263938;0.189071686;0.019003798;1609470720
193;0.0816;0.263938;0.195218361;0.019003798;1609470780
194;0.0816;0.263938;0.182012041;0.019003798;1609470840
195;0.0816;0.263938;0.259309012;0.019003798;1609470900
196;0.0816;0.263938;0.309732941;0.019003798;1609470960
197;0.0816;0.263938;0.312562595;0.019003798;1609471020
198;0.0816;0.263938;0.300299158;0.019003798;1609471080
199;0.0816;0.263938;0.36026304;0.019003798;1609471140
200;0.0816;0.263938;0.365812599;0.021630563;1609471200
201;0.0816;0.263938;0.385536776;0.021630563;1609471260
202;0.0816;0.263938;0.355917388;0.021630563;1609471320
203;0.0816;0.263938;0.357146767;0.021630563;1609471380
204;0.0816;0.263938;0.359792591;0.021630563;1609471440
205;0.0816;0.263938;0.360493907;0.021630563;1609471500
206;0.0816;0.263938;0.35394262;0.021630563;1609471560
207;0.0816;0.263938;0.362506135;0.021630563;1609471620
208;0.0816;0.263938;0.364895618;0.021630563;1609471680
209;0.0816;0.263938;0.434511497;0.021630563;1609471740
210;0.0816;0.263938;1.336490525;0.033612645;1609471800
211;0.0816;0.263938;1.799811083;0.033612645;1609471860
212;0.0816;0.263938;1.841650578;0.033612645;1609471920
213;0.0816;0.263938;1.826131741;0.033612645;1609471980
214;0.0816;0.263938;1.816311318;0.033612645;1609472040
215;0.0816;0.263938;1.884776016;0.033612645;1609472100
216;0.0816;0.263938;1.880035166;0.033612645;1609472160
217;0.0816;0.263938;1.870766882;0.033612645;1609472220
218;0.0816;0.263938;1.873607739;0.033612645;1609472280
219;0.0816;0.263938;1.883751541;0.033612645;1609472340
220;0.0816;0.263938;1.862547167;0.050392441;1609472400
221;0.0816;0.263938;1.870509128;0.050392441;1609472460
222;0.0816;0.263938;1.867466104;0.050392441;1609472520
223;0.0816;0.263938;1.883997788;0.050392441;1609472580
224;0.0816;0.263938;2.778047665;0.050392441;1609472640
225;0.0816;0.263938;7.872648075;0.050392441;1609472700
226;0.0816;0.263938;10.58169875;0.050392441;1609472760
227;0.0816;0.263938;10.63307356;0.050392441;1609472820
228;0.0816;0.263938;10.63968004;0.050392441;1609472880
229;0.0816;0.263938;10.68788807;0.050392441;1609472940
230;0.0816;0.263938;10.69062657;0.282024218;1609473000
231;0.0816;0.263938;10.68097155;0.282024218;1609473060
232;0.0816;0.263938;10.68701195;0.282024218;1609473120
233;0.0816;0.263938;10.66877477;0.282024218;1609473180
234;0.0816;0.263938;10.67777747;0.282024218;1609473240
235;0.0816;0.263938;10.66584743;0.282024218;1609473300
236;0.0816;0.263938;10.67823781;0.282024218;1609473360
237;0.0816;0.263938;10.67438037;0.282024218;1609473420
238;0.0816;0.263938;10.6849558;0.282024218;1609473480
239;0.0816;0.263938;12.35389791;0.282024218;1609473540
240;0.0816;0.268388;20.68416558;0.860936673;1609473600
241;0.0816;0.268388;24.8757872;0.860936673;1609473660
242;0.0816;0.268388;25.44845054;0.860936673;1609473720
243;0.0816;0.268388;25.58205842;0.860936673;1609473780
244;0.0816;0.268388;25.58375439;0.860936673;1609473840
245;0.0816;0.268388;25.61115166;0.860936673;1609473900
246;0.0816;0.268388;25.60335879;0.860936673;1609473960
247;0.0816;0.268388;25.61594438;0.860936673;1609474020
248;0.0816;0.268388;25.60911346;0.860936673;1609474080
249;0.0816;0.268388;25.6077407;0.860936673;1609474140
250;0.0816;0.268388;25.61671248;1.773439783;1609474200
251;0.0816;0.268388;25.6034727;1.773439783;1609474260
252;0.0816;0.268388;25.61628365;1.773439783;1609474320
253;0.0816;0.268388;25.60498635;1.773439783;1609474380
254;0.0816;0.268388;29.0819466;1.773439783;1609474440
255;0.0816;0.268388;45.78336442;1.773439783;1609474500
256;0.0816;0.268388;55.63949961;1.773439783;1609474560
257;0.0816;0.268388;57.34632613;1.773439783;1609474620
258;0.0816;0.268388;58.32417247;1.773439783;1609474680
259;0.0816;0.268388;58.86885873;1.773439783;1609474740
260;0.0816;0.268388;58.93035853;3.302647175;1609474800
261;0.0816;0.268388;58.93776806;3.302647175;1609474860
262;0.0816;0.268388;58.91435599;3.302647175;1609474920
263;0.0816;0.268388;58.9248461;3.302647175;1609474980
264;0.0816;0.268388;58.92305911;3.302647175;1609475040
265;0.0816;0.268388;58.92339438;3.302647175;1609475100
266;0.0816;0.268388;58.91685387;3.302647175;1609475160
267;0.0816;0.268388;58.93092115;3.302647175;1609475220
268;0.0816;0.268388;58.89764635;3.302647175;1609475280
269;0.0816;0.268388;64.35752561;3.302647175;1609475340
270;0.0816;0.268388;88.73080621;5.389206726;1609475400
271;0.0816;0.268388;100.2212417;5.389206726;1609475460
272;0.0816;0.268388;102.5624078;5.389206726;1609475520
273;0.0816;0.268388;105.3180729;5.389206726;1609475580
274;0.0816;0.268388;107.3235251;5.389206726;1609475640
275;0.0816;0.268388;107.7907314;5.389206726;1609475700
276;0.0816;0.268388;107.7800423;5.389206726;1609475760
277;0.0816;0.268388;107.8074931;5.389206726;1609475820
278;0.0816;0.268388;107.7750441;5.389206726;1609475880
279;0.0816;0.268388;107.77776;5.389206726;1609475940
280;0.0816;0.268388;107.7847517;8.498880464;1609476000
281;0.0816;0.268388;107.7863169;8.498880464;1609476060
282;0.0816;0.268388;107.7769771;8.498880464;1609476120
283;0.0816;0.268388;107.7788277;8.498880464;1609476180
284;0.0816;0.268388;112.8659048;8.498880464;1609476240
285;0.0816;0.268388;140.5306266;8.498880464;1609476300
286;0.0816;0.268388;156.8869104;8.498880464;1609476360
287;0.0816;0.268388;160.5140137;8.498880464;1609476420
288;0.0816;0.268388;166.4227868;8.498880464;1609476480
289;0.0816;0.268388;173.6689751;8.498880464;1609476540
290;0.0816;0.268388;175.3828272;13.38053545;1609476600
291;0.0816;0.268388;175.3873769;13.38053545;1609476660
292;0.0816;0.268388;175.3941491;13.38053545;1609476720
293;0.0816;0.268388;175.3865062;13.38053545;1609476780
294;0.0816;0.268388;175.3866338;13.38053545;1609476840
295;0.0816;0.268388;175.3909082;13.38053545;1609476900
296;0.0816;0.268388;175.3927698;13.38053545;1609476960
297;0.0816;0.268388;175.375369;13.38053545;1609477020
298;0.0816;0.268388;175.3744302;13.38053545;1609477080
299;0.0816;0.268388;179.1183454;13.38053545;1609477140
300;0.0816;0.283721;202.7000459;17.49536749;1609477200
301;0.0816;0.283721;221.2362161;17.49536749;1609477260
302;0.0816;0.283721;226.4856277;17.49536749;1609477320
303;0.0816;0.283721;236.2822619;17.49536749;1609477380
304;0.0816;0.283721;246.7588361;17.49536749;1609477440
305;0.0816;0.283721;249.5042148;17.49536749;1609477500
306;0.0816;0.283721;249.5101289;17.49536749;1609477560
307;0.0816;0.283721;249.5088485;17.49536749;1609477620
308;0.0816;0.283721;249.5053938;17.49536749;1609477680
309;0.0816;0.283721;249.5136884;17.49536749;1609477740
310;0.0816;0.283721;249.5088041;22.3867642;1609477800
311;0.0816;0.283721;249.5001508;22.3867642;1609477860
312;0.0816;0.283721;249.5004221;22.3867642;1609477920
313;0.0816;0.283721;249.4949071;22.3867642;1609477980
314;0.0816;0.283721;258.5889818;22.3867642;1609478040
315;0.0816;0.283721;301.7986711;22.3867642;1609478100
316;0.0816;0.283721;321.4161021;22.3867642;1609478160
317;0.0816;0.283721;326.9566323;22.3867642;1609478220
318;0.0816;0.283721;341.4156421;22.3867642;1609478280
319;0.0816;0.283721;365.2337311;22.3867642;1609478340
320;0.0816;0.283721;371.6727743;29.61637801;1609478400
321;0.0816;0.283721;371.6716166;29.61637801;1609478460
322;0.0816;0.283721;371.6718209;29.61637801;1609478520
323;0.0816;0.283721;371.6769833;29.61637801;1609478580
324;0.0816;0.283721;371.6728945;29.61637801;1609478640
325;0.0816;0.283721;371.6778864;29.61637801;1609478700
326;0.0816;0.283721;371.6719638;29.61637801;1609478760
327;0.0816;0.283721;371.6782716;29.61637801;1609478820
328;0.0816;0.283721;371.6659185;29.61637801;1609478880
329;0.0816;0.283721;377.2025999;29.61637801;1609478940
330;0.0816;0.283721;407.3115149;37.84175178;1609479000
331;0.0816;0.283721;422.2736255;37.84175178;1609479060
332;0.0816;0.283721;431.1061156;37.84175178;1609479120
333;0.0816;0.283721;442.2238099;37.84175178;1609479180
334;0.0816;0.283721;466.8156745;37.84175178;1609479240
335;0.0816;0.283721;473.9294591;37.84175178;1609479300
336;0.0816;0.283721;473.9371393;37.84175178;1609479360
337;0.0816;0.283721;473.9415618;37.84175178;1609479420
338;0.0816;0.283721;473.9156502;37.84175178;1609479480
339;0.0816;0.283721;473.9350565;37.84175178;1609479540
340;0.0816;0.283721;473.9280079;45.50581648;1609479600
341;0.0816;0.283721;473.9452978;45.50581648;1609479660
342;0.0816;0.283721;473.9368274;45.50581648;1609479720
343;0.0816;0.283721;473.9338023;45.50581648;1609479780
344;0.0816;0.283721;478.9214668;45.50581648;1609479840
345;0.0816;0.283721;509.1090998;45.50581648;1609479900
346;0.0816;0.283721;528.7639444;45.50581648;1609479960
347;0.0816;0.283721;544.9067283;45.50581648;1609480020
348;0.0816;0.283721;566.5847172;45.50581648;1609480080
349;0.0816;0.283721;604.8234865;45.50581648;1609480140
350;0.0816;0.283721;612.8768019;54.35287297;1609480200
351;0.0816;0.283721;612.8674837;54.35287297;1609480260
352;0.0816;0.283721;612.8760121;54.35287297;1609480320
353;0.0816;0.283721;612.872869;54.35287297;1609480380
354;0.0816;0.283721;612.8722015;54.35287297;1609480440
355;0.0816;0.283721;612.8745281;54.35287297;1609480500
356;0.0816;0.283721;612.8832447;54.35287297;1609480560
357;0.0816;0.283721;612.885539;54.35287297;1609480620
358;0.0816;0.283721;612.8864298;54.35287297;1609480680
359;0.0816;0.283721;623.353097;54.35287297;1609480740
360;0.0816;0.301757;660.8255836;62.57014446;1609480800
361;0.0816;0.301757;688.0360465;62.57014446;1609480860
362;0.0816;0.301757;706.5396488;62.57014446;1609480920
363;0.0816;0.301757;729.4562684;62.57014446;1609480980
364;0.0816;0.301757;765.0775134;62.57014446;1609481040
365;0.0816;0.301757;771.8858427;62.57014446;1609481100
366;0.0816;0.301757;771.8792721;62.57014446;1609481160
367;0.0816;0.301757;771.8591265;62.57014446;1609481220
368;0.0816;0.301757;771.8743993;62.57014446;1609481280
369;0.0816;0.301757;771.8653291;62.57014446;1609481340
370;0.0816;0.301757;771.8757305;73.60969434;1609481400
371;0.0816;0.301757;771.8646992;73.60969434;1609481460
372;0.0816;0.301757;771.8640067;73.60969434;1609481520
373;0.0816;0.301757;771.8583869;73.60969434;1609481580
374;0.0816;0.301757;782.467256;73.60969434;1609481640
375;0.0816;0.301757;831.4838767;73.60969434;1609481700
376;0.0816;0.301757;868.6654675;73.60969434;1609481760
377;0.0816;0.301757;890.9939011;73.60969434;1609481820
378;0.0816;0.301757;915.1093964;73.60969434;1609481880
379;0.0816;0.301757;974.6133522;73.60969434;1609481940
380;0.0816;0.301757;986.1672368;87.9098874;1609482000
381;0.0816;0.301757;986.1901013;87.9098874;1609482060
382;0.0816;0.301757;986.1676266;87.9098874;1609482120
383;0.0816;0.301757;986.1784656;87.9098874;1609482180
384;0.0816;0.301757;986.1781555;87.9098874;1609482240
385;0.0816;0.301757;986.1752992;87.9098874;1609482300
386;0.0816;0.301757;986.1790756;87.9098874;1609482360
387;0.0816;0.301757;986.1864474;87.9098874;1609482420
388;0.0816;0.301757;986.183544;87.9098874;1609482480
389;0.0816;0.301757;989.526092;87.9098874;1609482540
390;0.0816;0.301757;1023.30097;101.6853441;1609482600
391;0.0816;0.301757;1049.726476;101.6853441;1609482660
392;0.0816;0.301757;1065.537186;101.6853441;1609482720
393;0.0816;0.301757;1091.248167;101.6853441;1609482780
394;0.0816;0.301757;1138.711936;101.6853441;1609482840
395;0.0816;0.301757;1151.137981;101.6853441;1609482900
396;0.0816;0.301757;1151.106284;101.6853441;1609482960
397;0.0816;0.301757;1151.109627;101.6853441;1609483020
398;0.0816;0.301757;1151.112778;101.6853441;1609483080
399;0.0816;0.301757;1151.112428;101.6853441;1609483140
400;0.0816;0.301757;1151.100064;113.9041096;1609483200
401;0.0816;0.301757;1151.120522;113.9041096;1609483260
402;0.0816;0.301757;1151.099207;113.9041096;1609483320
403;0.0816;0.301757;1151.113867;113.9041096;1609483380
404;0.0816;0.301757;1164.167967;113.9041096;1609483440
405;0.0816;0.301757;1218.123156;113.9041096;1609483500
406;0.0816;0.301757;1253.013085;113.9041096;1609483560
407;0.0816;0.301757;1277.465599;113.9041096;1609483620
408;0.0816;0.301757;1300.140779;113.9041096;1609483680
409;0.0816;0.301757;1356.06351;113.9041096;1609483740
410;0.0816;0.301757;1373.101997;127.6666667;1609483800
411;0.0816;0.301757;1373.111791;127.6666667;1609483860
412;0.0816;0.301757;1373.128459;127.6666667;1609483920
413;0.0816;0.301757;1373.124373;127.6666667;1609483980
414;0.0816;0.301757;1373.122054;127.6666667;1609484040
415;0.0816;0.301757;1373.117423;127.6666667;1609484100
416;0.0816;0.301757;1373.120853;127.6666667;1609484160
417;0.0816;0.301757;1373.130852;127.6666667;1609484220
418;0.0816;0.301757;1373.106154;127.6666667;1609484280
419;0.0816;0.301757;1378.348371;127.6666667;1609484340
420;0.0816;0.315399;1435.445267;141.2283105;1609484400
421;0.0816;0.315399;1473.222998;141.2283105;1609484460
422;0.0816;0.315399;1498.498974;141.2283105;1609484520
423;0.0816;0.315399;1520.699236;141.2283105;1609484580
424;0.0816;0.315399;1575.585636;141.2283105;1609484640
425;0.0816;0.315399;1589.689275;141.2283105;1609484700
426;0.0816;0.315399;1589.728625;141.2283105;1609484760
427;0.0816;0.315399;1589.717945;141.2283105;1609484820
428;0.0816;0.315399;1589.724628;141.2283105;1609484880
429;0.0816;0.315399;1589.716505;141.2283105;1609484940
430;0.0816;0.315399;1589.720293;155.716895;1609485000
431;0.0816;0.315399;1589.717993;155.716895;1609485060
432;0.0816;0.315399;1589.720936;155.716895;1609485120
433;0.0816;0.315399;1589.740169;155.716895;1609485180
434;0.0816;0.315399;1597.34042;155.716895;1609485240
435;0.0816;0.315399;1646.966351;155.716895;1609485300
436;0.0816;0.315399;1696.249052;155.716895;1609485360
437;0.0816;0.315399;1720.448063;155.716895;1609485420
438;0.0816;0.315399;1749.727057;155.716895;1609485480
439;0.0816;0.315399;1812.208804;155.716895;1609485540
440;0.0816;0.315399;1832.116044;174.6164384;1609485600
441;0.0816;0.315399;1832.147104;174.6164384;1609485660
442;0.0816;0.315399;1832.142961;174.6164384;1609485720
443;0.0816;0.315399;1832.143763;174.6164384;1609485780
444;0.0816;0.315399;1832.138307;174.6164384;1609485840
445;0.0816;0.315399;1832.154377;174.6164384;1609485900
446;0.0816;0.315399;1832.141185;174.6164384;1609485960
447;0.0816;0.315399;1832.155911;174.6164384;1609486020
448;0.0816;0.315399;1832.156505;174.6164384;1609486080
449;0.0816;0.315399;1834.390887;174.6164384;1609486140
450;0.0816;0.315399;1889.062188;188.173516;1609486200
451;0.0816;0.315399;1927.123047;188.173516;1609486260
452;0.0816;0.315399;1940.351099;188.173516;1609486320
453;0.0816;0.315399;1960.227165;188.173516;1609486380
454;0.0816;0.315399;2014.365187;188.173516;1609486440
455;0.0816;0.315399;2032.017145;188.173516;1609486500
456;0.0816;0.315399;2032.06668;188.173516;1609486560
457;0.0816;0.315399;2032.065897;188.173516;1609486620
458;0.0816;0.315399;2032.067542;188.173516;1609486680
459;0.0816;0.315399;2032.057948;188.173516;1609486740
460;0.0816;0.315399;2032.058506;203.6484018;1609486800
461;0.0816;0.315399;2032.062873;203.6484018;1609486860
462;0.0816;0.315399;2032.066607;203.6484018;1609486920
463;0.0816;0.315399;2032.0731;203.6484018;1609486980
464;0.0816;0.315399;2049.896417;203.6484018;1609487040
465;0.0816;0.315399;2083.928621;203.6484018;1609487100
466;0.0816;0.315399;2128.038255;203.6484018;1609487160
467;0.0816;0.315399;2146.208121;203.6484018;1609487220
468;0.0816;0.315399;2177.219067;203.6484018;1609487280
469;0.0816;0.315399;2251.440462;203.6484018;1609487340
470;0.0816;0.315399;2269.926334;218.9543379;1609487400
471;0.0816;0.315399;2269.966558;218.9543379;1609487460
472;0.0816;0.315399;2269.973106;218.9543379;1609487520
473;0.0816;0.315399;2269.966238;218.9543379;1609487580
474;0.0816;0.315399;2269.967562;218.9543379;1609487640
475;0.0816;0.315399;2270.034321;218.9543379;1609487700
476;0.0816;0.315399;2270.085421;218.9543379;1609487760
477;0.0816;0.315399;2270.108723;218.9543379;1609487820
478;0.0816;0.315399;2270.120967;218.9543379;1609487880
479;0.0816;0.315399;2281.959434;218.9543379;1609487940
