;Residual_Actual;Residual_Optimized
0;1681.606830315767;1691.3587339821727
1;3633.2082716034934;2847.3146629770267
2;6958.541556011285;5040.5271437500005
3;9287.73060249566;6334.6691763020835
4;8866.58100733507;5419.430473632812
5;8378.705734157986;4763.0260625217015
6;9669.340977560763;5786.2938368923615
7;10456.286320225694;5814.675004904514
8;10189.840095225694;4662.881188259549
9;9716.225728298612;4227.223720898437
10;10483.851566536458;5381.656030815972
11;10958.192300496694;5688.500651274364
12;10198.808650451017;5315.804241090712
13;10130.454490668402;5986.493324348959
14;11134.408466102432;7221.621437608506
15;11384.757261414932;7256.460330013021
16;10694.256383506945;6078.383550716146
17;10827.67923689236;5687.15167782118
18;11524.297207595486;6393.81184344618
19;11028.481916493056;6287.912559700521
20;8897.458429470487;4132.672465494791
21;7601.891861979167;2798.7319620876738
22;7463.777882090502;2782.3374182799957
23;7253.111978202332;2214.5669272033642
24;4851.4381601671;92.74835998374091
25;2876.8802613606767;-1119.0891408365885
26;1742.3316010687936;-1560.8267118245444
27;123.7762642827352;-2516.0623127604167
28;-2826.483434289551;-726.6343523681641
29;-1881.2258404195152;-561.1238148844401
30;-606.9611334506565;-592.660221851264
31;-537.6384568406846;-542.001710780843
32;-2026.3352308057997;-595.2132115980361
33;-3848.5993734234253;-448.5635603397912
34;-5009.85144949723;-601.6939988201211
35;-6973.5911832682295;-610.794675145128
36;-9584.166223697917;-440.06213432718914
37;-11691.123377039932;-473.48242577209476
38;-12331.18963012153;-521.3216143669977
39;-13971.970606119792;-444.7869343444824
40;-18740.23509496528;-2238.777440149604
41;-29320.106892881944;-10335.613300748697
42;-29118.797699218747;-11710.004790798612
43;-29431.727358072916;-11526.595985763888
44;-30934.22275466817;-12929.344580218836
45;-31495.67372971082;-14891.087411693203
46;-30100.663447395833;-13826.84058220486
47;-29463.77735815972;-14078.171410720486
48;-29826.108882118053;-16130.296222005209
49;-29812.564327864584;-16683.32030677083
50;-28018.289351909723;-16123.020267274305
51;-27426.43544175347;-16639.898815364584
52;-27912.24289331597;-18175.274388628473
53;-26870.62738046875;-18546.02898298611
54;-23601.500141319448;-17239.851953645833
55;-20753.6832663415;-16442.30390388688
56;-20149.83650263636;-17666.96389925317
57;-19343.019241927082;-18614.5655453125
58;-16227.210966015626;-16700.174921831596
59;-14127.278840581597;-15555.461966753472
60;-13468.38177625868;-15663.121941449652
61;-12072.342081684028;-15118.487141753472
62;-8841.198114756944;-12808.747485850694
63;-5580.330811523437;-10846.224742230903
64;-3989.729479296875;-9839.315492404514
65;-2902.8024778971358;-8568.967250998265
66;-409.05609301020525;-5592.7489207018025
67;396.4238615373577;-3326.99722806857
68;474.6621688635932;-2687.4816566948784
69;367.3720975124783;-1455.053142046441
70;315.3073025431315;23.11447521226671
71;230.9127171959771;225.64949406585694
72;218.35126744978163;217.93472690734865
73;159.35752053222657;155.97531593577065
74;624.141221289232;167.50475366821289
75;1257.3382168999565;95.89489966896905
76;504.3492453584459;59.26939055709838
77;32.291055555969514;26.361375427785223
78;9.233585491596207;9.192970948373485
79;1498.4016703618631;-0.583051881839666
80;8854.221372265625;-2.6326109366642103
81;9131.520995399305;-3.15821774930954
82;9909.979441753472;-3.567534877077738
83;10666.428415711805;-3.2718514428138734
84;10252.303413064235;-3.2894573802630105
85;9537.947642317708;-3.226472151226467
86;10136.078828081596;-3.2570303562164304
87;10811.637027300349;-3.251071413675944
88;10053.520402430686;-3.251148829027624
89;9806.60629579935;-3.257297894782579
90;10523.591379600695;-3.155784394900004
91;10139.251012673612;387.7530293650733
92;8882.059574739584;5148.362166753473
93;7274.9271363498265;5323.018526150174
94;5516.446481467014;4584.00881812066
95;2931.578722623698;3158.3311906141494
