;Residual_Actual;Residual_Optimized
0;1682.0014924542593;1705.724096073894
1;3635.235391176681;2903.7629351510727
2;6960.083625260417;5137.410418218316
3;9287.08445640191;6369.911252061632
4;8802.449508723957;5356.64520750868
5;8364.879522699654;4747.5923346354175
6;9758.269355381944;5846.454722894965
7;10475.728860112848;5795.09058344184
8;10161.726446527779;4606.062097699653
9;9690.760523003471;4221.738404622396
10;10539.734582248264;5443.544697460938
11;10965.243344623144;5683.006582978089
12;10141.0648249571;5296.761489695854
13;10141.835457682291;6027.261932313368
14;11194.33327842882;7272.216287065972
15;11378.34494609375;7239.4270284722215
16;10647.415098784722;6090.437861306423
17;10849.079548654516;5686.53593218316
18;11558.282884288194;6383.7457433593745
19;10977.874088932293;6291.512462478298
20;8767.876079427084;4160.213299598524
21;7557.261695703125;2807.238458810764
22;7467.81044234368;2779.364823208602
23;7235.424164961605;2222.8757934971254
24;4692.910063064236;118.1246478497823
25;2795.9442657443574;-1114.039376131185
26;1692.3744068467881;-1555.7182380886502
27;30.30626747250027;-2522.6989786078557
28;-2996.5843872016058;-735.5490550238716
29;-1704.5028962436252;-561.4112600090874
30;-604.0732174153645;-591.8437890835232
31;-537.005278390842;-542.4452053405762
32;-2154.678257473077;-594.9562303412544
33;-3930.9349000635098;-456.2822936139534
34;-5062.990236100353;-596.8699395426106
35;-7089.010576085069;-617.0639534450955
36;-9722.364456597223;-445.6479864888509
37;-11790.719968446181;-482.936347503323
38;-12342.077762282985;-533.8295612399631
39;-14083.90702608507;-450.25003053995766
40;-19503.60126996528;-2212.175731345622
41;-29232.977253993053;-10386.226236187067
42;-29130.71741423611;-11767.227061631944
43;-29476.41319114583;-11515.873215755208
44;-31010.321950280697;-12906.85286863281
45;-31535.327149738845;-14875.928768797487
46;-30029.660867621526;-13850.033986805556
47;-29465.04152152778;-14067.337990017362
48;-29869.507220659725;-16116.149844921874
49;-29827.883938975694;-16707.747003819444
50;-28070.25214748264;-16168.792904340276
51;-27465.068421875;-16585.506009939236
52;-27926.038413628474;-18070.874653125
53;-26912.184411024307;-18557.232244791667
54;-23627.91760034722;-17353.153302864583
55;-20768.819711076536;-16480.453751267778
56;-20162.588242120357;-17569.820755537083
57;-19355.483098784724;-18585.369943489583
58;-16230.637366753474;-16892.484627213544
59;-14135.849877213543;-15592.561069748263
60;-13475.18917217882;-15650.033215407986
61;-12076.705788368055;-15177.429085243055
62;-8838.747055642361;-12979.17547829861
63;-5578.1964207682295;-10948.754872092015
64;-3991.129406174045;-9891.098846050349
65;-2903.6822576280383;-8657.435507682292
66;-407.9433207617216;-5802.802500470121
67;396.9383919986853;-3439.330987545536
68;474.8675866054959;-2702.5159221462673
69;367.4976291151259;-1548.354947265625
70;319.98798822530114;-45.41553403896756
71;229.5564606218126;226.41669465382893
72;218.1508898244222;218.04492853037516
73;156.12638566148544;157.1094903922187
74;624.9650678531223;167.17081225246855
75;1288.5521525661893;97.23817288402981
76;432.71722649434406;60.285526868184405
77;30.793331030344735;26.954276373939756
78;9.443929695093907;9.529463786997178
79;1899.2343030779796;-0.4003127883363308
80;8913.399642447916;-2.5625058946079675
81;9132.895274131944;-3.1365579183896384
82;9962.308606510416;-3.2474149229473537
83;10694.243358854168;-3.2627189038382634
84;10205.302540060764;-3.2836006623480056
85;9502.279281944444;-3.2574107583575778
86;10191.187728125;-3.28106117304696
87;10832.435762326388;-3.264100633324517
88;9988.21132054917;-3.2524288174574467
89;9814.435745886223;-3.2650388717771452
90;10567.44821046007;-3.202601307434506
91;10087.905780642363;215.37556869471868
92;8810.584468185763;4978.106473198784
93;7187.246592751736;5352.08188828125
94;5425.115233333333;4631.587384244792
95;2781.970923925781;3254.1017004014757
