;Dish_Washer;Kettle;Toaster;Vaccum_Cleaner;Clothing_Iron;Oven;EV;Electric_Water_Heater;Wash_Dryer;Washing_Machine;Best_Reward;evaluate_policy_results
0;7.2;14.133333333333333;13.216666666666667;12.25;11.85;13.016666666666667;10.15;13.85;8.316666666666666;8.033333333333333;1.9671233363761929;(1.9671233892440796, 0.0)
