;Dish_Washer;Kettle;Toaster;Vaccum_Cleaner;Clothing_Iron;Oven;EV;Electric_Water_Heater;Wash_Dryer;Washing_Machine;Best_Reward;evaluate_policy_results
0;5.333333333333333;8.416666666666666;13.383333333333333;11.116666666666667;8.916666666666666;8.983333333333333;10.1;12.35;12.35;6.5;1.9412833363761932;(1.9412833452224731, 0.0)
