;Dish_Washer;Kettle;Toaster;Vaccum_Cleaner;Clothing_Iron;Oven;EV;Electric_Water_Heater;Wash_Dryer;Washing_Machine;Best_Reward;evaluate_policy_results
0;22.583333333333332;2.783333333333333;13.533333333333333;12.1;16.816666666666666;1.25;15.933333333333334;12.583333333333334;23.116666666666667;13.216666666666667;2.4387713363761883;(2.4387712478637695, 0.0)
