;Dish_Washer;Kettle;Toaster;Vaccum_Cleaner;Clothing_Iron;Oven;EV;Electric_Water_Heater;Wash_Dryer;Washing_Machine;Best_Reward;evaluate_policy_results
0;11.1;14.0;14.583333333333334;12.7;9.7;11.416666666666666;9.616666666666667;8.666666666666666;7.533333333333333;6.416666666666667;1.7454433363761952;(1.745443344116211, 0.0)
