;Dish_Washer;Kettle;Toaster;Vaccum_Cleaner;Clothing_Iron;Oven;EV;Electric_Water_Heater;Wash_Dryer;Washing_Machine;Best_Reward;evaluate_policy_results
0;5.2;4.0;4.883333333333334;10.666666666666666;9.566666666666666;8.333333333333334;11.883333333333333;10.2;7.816666666666666;5.6;1.9875233363761944;(1.9875233173370361, 0.0)
