;Dish_Washer;Kettle;Toaster;Vaccum_Cleaner;Clothing_Iron;Oven;EV;Electric_Water_Heater;Wash_Dryer;Washing_Machine;Best_Reward;evaluate_policy_results
0;23.55;23.35;18.5;4.05;0.48333333333333334;16.2;2.65;11.933333333333334;8.516666666666667;8.333333333333334;2.3932113363761895;(2.3932113647460938, 0.0)
