;Dish_Washer;Kettle;Toaster;Vaccum_Cleaner;Clothing_Iron;Oven;EV;Electric_Water_Heater;Wash_Dryer;Washing_Machine;Best_Reward;evaluate_policy_results
0;16.95;20.2;6.816666666666666;19.95;17.116666666666667;22.916666666666668;9.316666666666666;11.116666666666667;9.65;12.4;2.1841113363761893;(2.1841113567352295, 0.0)
