;Dish_Washer;Kettle;Toaster;Vaccum_Cleaner;Clothing_Iron;Oven;EV;Electric_Water_Heater;Wash_Dryer;Washing_Machine;Best_Reward;evaluate_policy_results
0;7.566666666666666;2.1166666666666667;8.116666666666667;11.8;21.116666666666667;13.216666666666667;10.216666666666667;8.45;11.85;6.666666666666667;2.10659133637619;(2.10659122467041, 0.0)
