;Dish_Washer;Kettle;Toaster;Vaccum_Cleaner;Clothing_Iron;Oven;EV;Electric_Water_Heater;Wash_Dryer;Washing_Machine;Best_Reward;evaluate_policy_results
0;9.266666666666667;14.4;16.583333333333332;23.75;8.816666666666666;13.733333333333333;10.783333333333333;13.066666666666666;10.816666666666666;8.85;2.0946233363761912;(2.094623327255249, 0.0)
