;Dish_Washer;Kettle;Toaster;Vaccum_Cleaner;Clothing_Iron;Oven;EV;Electric_Water_Heater;Wash_Dryer;Washing_Machine;Best_Reward;evaluate_policy_results
0;3.45;18.883333333333333;16.0;5.416666666666667;22.483333333333334;18.1;17.15;11.283333333333333;9.85;12.233333333333333;2.347311336376189;(2.34731125831604, 0.0)
