Date (GMT+1);Nuclear  Power (MW);Non-Renewable Power (MW);Renewable Power (MW);Price (EUR/MWh, EUR/tCO2)
2021-01-01T00:00+01:00;8145.41;22935.12;11601.32;50.87
2021-01-01T01:00+01:00;8151.32;22242.88;11196.25;48.19
2021-01-01T02:00+01:00;8156.98;22308.77;10741.31;44.68
2021-01-01T03:00+01:00;8154.41;22448.23;10329.45;42.92
2021-01-01T04:00+01:00;8151.31;22212.46;9984.34;40.39
2021-01-01T05:00+01:00;8151.11;22634.29;9797.51;40.2
2021-01-01T06:00+01:00;8155.36;23140.3;9810.93;39.63
2021-01-01T07:00+01:00;8153.53;22769.22;9724.83;40.09
2021-01-01T08:00+01:00;8158.07;23308.35;10063.49;41.27
2021-01-01T09:00+01:00;8160.71;23580.13;11267.5;44.88
2021-01-01T10:00+01:00;8161.88;23514.63;13040.62;45
2021-01-01T11:00+01:00;8161.11;23834.37;14227.78;47.2
2021-01-01T12:00+01:00;8153.87;23941.43;14643.61;50.78
2021-01-01T13:00+01:00;8153.98;23876.29;13900.52;45.49
2021-01-01T14:00+01:00;8155.55;23979.92;12257.55;44.73
2021-01-01T15:00+01:00;8157.69;24750.2;10566.98;46.59
2021-01-01T16:00+01:00;8156.87;25499.54;10503.44;52.99
2021-01-01T17:00+01:00;8151.76;26074.58;11256.21;60.26
2021-01-01T18:00+01:00;8151.57;26098.43;11840.6;60.61
2021-01-01T19:00+01:00;8155.86;26151.55;12246.26;60.36
2021-01-01T20:00+01:00;8153.01;25888.57;12441.59;57.4
2021-01-01T21:00+01:00;8149.76;25437.23;12566.54;53.86
2021-01-01T22:00+01:00;8141.65;24849.08;12978.11;53.45
2021-01-01T23:00+01:00;8142.44;23564.35;12584.68;49.72
2021-01-02T00:00+01:00;8093.88;22545.55;12227.4;46.69
2021-01-02T01:00+01:00;8121.13;22072.01;11982.52;42.43
2021-01-02T02:00+01:00;8101.28;21470.65;11923.95;41.09
2021-01-02T03:00+01:00;8095.1;21281.17;11759.41;40
2021-01-02T04:00+01:00;8132.32;21771.88;11549.85;37.55
2021-01-02T05:00+01:00;8141.06;22396.56;11193.07;39
2021-01-02T06:00+01:00;8130.8;23156.5;11113.74;42.09
2021-01-02T07:00+01:00;8125.74;24342.71;10960.52;44.96
2021-01-02T08:00+01:00;8054.25;26055.55;10726.43;48.45
2021-01-02T09:00+01:00;8143.02;27537.89;11255.83;52
2021-01-02T10:00+01:00;8152.66;28305.26;12015.33;52
2021-01-02T11:00+01:00;8154.01;28594.24;12727;52.15
2021-01-02T12:00+01:00;8156.18;28478.87;12796.84;55.95
2021-01-02T13:00+01:00;8156.47;28500.93;11876.24;52
2021-01-02T14:00+01:00;8155.27;28451.78;10644.66;50.69
2021-01-02T15:00+01:00;8154.49;28349.14;9696.7;53.45
2021-01-02T16:00+01:00;8153.18;28688.36;9710.44;59.99
2021-01-02T17:00+01:00;8155.92;28984.07;10402.77;62
2021-01-02T18:00+01:00;8150.97;29062.5;11387.7;63.08
2021-01-02T19:00+01:00;8147.08;29006.58;12103.89;62.17
2021-01-02T20:00+01:00;8146.36;28750.67;12515.7;60.03
2021-01-02T21:00+01:00;8141.31;28238.69;13080.67;55.03
2021-01-02T22:00+01:00;8138.69;27061.47;13977.31;52.25
2021-01-02T23:00+01:00;8117.54;24927.04;15294.11;48.45
2021-01-03T00:00+01:00;7994.34;22386.51;16496.66;46.11
2021-01-03T01:00+01:00;7738.2;20664.5;17350.23;43
2021-01-03T02:00+01:00;7542.42;19422.45;18668.98;39.55
2021-01-03T03:00+01:00;7613.41;18491.26;19720.41;35.18
2021-01-03T04:00+01:00;7620.37;17465.06;20805.23;33.45
2021-01-03T05:00+01:00;7597.99;17050.62;22791.79;32.37
2021-01-03T06:00+01:00;7590.94;17157.03;24371.95;31.7
2021-01-03T07:00+01:00;7630.99;17859.26;25544.87;32.63
2021-01-03T08:00+01:00;7551.73;19381.03;26166.62;36.9
2021-01-03T09:00+01:00;7551.64;20453;27227.07;36.96
2021-01-03T10:00+01:00;7569.15;21163.56;28644.8;36.96
2021-01-03T11:00+01:00;7565.76;21975.14;29657.18;43.72
2021-01-03T12:00+01:00;7564.2;22215.06;29879.44;47.71
2021-01-03T13:00+01:00;7568.37;21791.74;29454.29;40.41
2021-01-03T14:00+01:00;7582.64;21233.42;29401.65;39.66
2021-01-03T15:00+01:00;7581.26;21326.16;28466.8;39.57
2021-01-03T16:00+01:00;7581.15;21764.17;28692.82;36.11
2021-01-03T17:00+01:00;7590.7;22537.03;28624.53;45.04
2021-01-03T18:00+01:00;7589.11;22826.06;28374.54;52.56
2021-01-03T19:00+01:00;7591.25;22966.56;27806.66;45.84
2021-01-03T20:00+01:00;7586.32;22411.66;27359.13;35.83
2021-01-03T21:00+01:00;7584.75;21621.37;26327.94;33.31
2021-01-03T22:00+01:00;7587.24;21352.84;25209.19;34.98
2021-01-03T23:00+01:00;7588.04;20531.35;24726.25;27.39
2021-01-04T00:00+01:00;7591.9;20668.27;24372.37;29.33
2021-01-04T01:00+01:00;7583.94;21609.79;23975.2;24.82
2021-01-04T02:00+01:00;7530.31;22242.58;23865.44;24.65
2021-01-04T03:00+01:00;7568.23;22627.27;23613.99;24.8
2021-01-04T04:00+01:00;7572.73;22803.94;23366.92;27.71
2021-01-04T05:00+01:00;7576.44;24146.45;23034.26;28.58
2021-01-04T06:00+01:00;7576.93;28742.52;23139.52;37.04
2021-01-04T07:00+01:00;7569.42;32651.04;23137.69;52.03
2021-01-04T08:00+01:00;7586.79;34067.17;23646.26;55.76
2021-01-04T09:00+01:00;7591.31;34773.68;23661.4;57.06
2021-01-04T10:00+01:00;7585.38;35734.34;24193.94;57.18
2021-01-04T11:00+01:00;7566.04;36325.04;24677.16;60
2021-01-04T12:00+01:00;7566.29;35789.81;24934.75;61.27
2021-01-04T13:00+01:00;7564.36;36009.96;24455.44;60.28
2021-01-04T14:00+01:00;7562.75;36272.94;24371.98;60.07
2021-01-04T15:00+01:00;7560.71;36860.78;23920.7;59.46
2021-01-04T16:00+01:00;7559.87;37458.73;24079.37;61.99
2021-01-04T17:00+01:00;7564.21;37572.2;24179.86;66.82
2021-01-04T18:00+01:00;7564.88;37545.81;24030.64;61.97
2021-01-04T19:00+01:00;7566.78;37320.36;23751.21;55.06
2021-01-04T20:00+01:00;7567.03;37109.07;23374.9;47.34
2021-01-04T21:00+01:00;7563.77;36066.03;22779.26;45.64
2021-01-04T22:00+01:00;7564.24;35161.85;22377.84;48.93
2021-01-04T23:00+01:00;7564.32;33942.19;22336.82;44.64
2021-01-05T00:00+01:00;7575.1;29693.32;22319.62;37.54
2021-01-05T01:00+01:00;7650.06;29102.27;22076.77;40.07
2021-01-05T02:00+01:00;7683.39;28651.49;21777.44;39.81
2021-01-05T03:00+01:00;7715.63;29044.87;21742.67;39.65
2021-01-05T04:00+01:00;7758.8;29483.49;21690.37;40.2
2021-01-05T05:00+01:00;7801.03;31646.44;21663.04;44.26
2021-01-05T06:00+01:00;7657.3;34640.73;22012.01;47.06
2021-01-05T07:00+01:00;7784.86;37029.42;21822.35;54.96
2021-01-05T08:00+01:00;7792.48;38231.2;21975.36;63.67
2021-01-05T09:00+01:00;7850.38;38609.47;22242.38;64.73
2021-01-05T10:00+01:00;7855.21;38568.2;23357.79;66.07
2021-01-05T11:00+01:00;7864.47;38886.5;23774.81;65.97
2021-01-05T12:00+01:00;7858;39008.71;24147.35;65.46
2021-01-05T13:00+01:00;7857;39073.98;24188.34;63.82
2021-01-05T14:00+01:00;7859.84;39362.27;24383.75;63.87
2021-01-05T15:00+01:00;7853.58;39438.15;23983.59;64.05
2021-01-05T16:00+01:00;7854.17;39391.1;23935.05;64.26
2021-01-05T17:00+01:00;7852.28;39445.46;24071.82;67.14
2021-01-05T18:00+01:00;7851.83;39338.67;23850.18;61.61
2021-01-05T19:00+01:00;7856.88;38610.35;23655.1;59.16
2021-01-05T20:00+01:00;7851.61;37777.2;23387.19;59.26
2021-01-05T21:00+01:00;7853.3;36023.02;23234.93;53.62
2021-01-05T22:00+01:00;7854.31;34701.54;22642.84;53.86
2021-01-05T23:00+01:00;7858.14;32388.18;22408.05;47.99
2021-01-06T00:00+01:00;7933.51;29751.98;21878.63;44.41
2021-01-06T01:00+01:00;8041.51;29228.26;21422.45;42.94
2021-01-06T02:00+01:00;8100.04;29076.16;21252.55;42.88
2021-01-06T03:00+01:00;8102.83;29038.98;21023.03;42.15
2021-01-06T04:00+01:00;8026.92;29687.81;20315.66;43.23
2021-01-06T05:00+01:00;8018.05;30796.21;19392.18;44.56
2021-01-06T06:00+01:00;8042.45;33331.24;19147.98;47.4
2021-01-06T07:00+01:00;8122.34;35524.18;18523.43;44.05
2021-01-06T08:00+01:00;8146.07;38202.99;18347.71;53.41
2021-01-06T09:00+01:00;8146.66;39000.02;17798.31;54.8
2021-01-06T10:00+01:00;8148.51;39856.57;17076.67;53.94
2021-01-06T11:00+01:00;8150.09;40763.57;16717.43;58.3
2021-01-06T12:00+01:00;8150.36;40850.41;16810.21;61.43
2021-01-06T13:00+01:00;8157.25;40902.74;16320.73;61.92
2021-01-06T14:00+01:00;8151.67;40972.52;15749.39;57
2021-01-06T15:00+01:00;8154.65;41194.44;15039.73;57.53
2021-01-06T16:00+01:00;8161.13;41137.44;15078.65;61.68
2021-01-06T17:00+01:00;8163.44;41086.87;15245.82;61.84
2021-01-06T18:00+01:00;8163.84;40940.67;15070.93;57.46
2021-01-06T19:00+01:00;8163.29;40968.94;14480.78;58.06
2021-01-06T20:00+01:00;8163.24;40676.53;14024.3;59.97
2021-01-06T21:00+01:00;8160.97;39961.9;13931.04;52.95
2021-01-06T22:00+01:00;8160.07;38681.47;13980.11;52.95
2021-01-06T23:00+01:00;8155.94;36441.09;13815.51;49.53
2021-01-07T00:00+01:00;8150.7;34582.64;13426.94;51.03
2021-01-07T01:00+01:00;8152.31;34095.75;13338.39;50.18
2021-01-07T02:00+01:00;8158.52;33352.37;13380.79;48.97
2021-01-07T03:00+01:00;8157.67;32785.9;13588.64;46.72
2021-01-07T04:00+01:00;8155.14;33347.57;13760.9;46.87
2021-01-07T05:00+01:00;8162.66;36267.87;13950.43;50.08
2021-01-07T06:00+01:00;8164.13;40140.46;13968.83;57.34
2021-01-07T07:00+01:00;8169.58;42041.47;13819.26;67.8
2021-01-07T08:00+01:00;8168.12;43061.96;13780.66;86.51
2021-01-07T09:00+01:00;8160.86;43087.09;14018.57;86.54
2021-01-07T10:00+01:00;8163.87;43078.11;14531.34;85.08
2021-01-07T11:00+01:00;8163.67;43119.4;15116.67;88.74
2021-01-07T12:00+01:00;8163.76;43071.37;15298.98;88.76
2021-01-07T13:00+01:00;8165.83;43084.65;14881.05;84.31
2021-01-07T14:00+01:00;8165.92;42709.85;13870.51;80.4
2021-01-07T15:00+01:00;8168.39;42955.78;12949.74;83.57
2021-01-07T16:00+01:00;8170.64;42924.97;13146.8;89.68
2021-01-07T17:00+01:00;8180.03;42897.8;13687.29;100
2021-01-07T18:00+01:00;8174.58;42463.11;14389.51;90.43
2021-01-07T19:00+01:00;8172.64;42193.15;14585.23;80.28
2021-01-07T20:00+01:00;8166.88;41220.22;14254.64;66.8
2021-01-07T21:00+01:00;8161.65;40050.76;14002.94;60.22
2021-01-07T22:00+01:00;8156.22;39567.93;13766.47;59.69
2021-01-07T23:00+01:00;8151.9;38664.72;13797.04;52.25
2021-01-08T00:00+01:00;8144.99;36976.64;13729.37;50.53
2021-01-08T01:00+01:00;8153.85;35816.19;13467.88;48.43
2021-01-08T02:00+01:00;8155.32;35403.55;13319.77;47.24
2021-01-08T03:00+01:00;8145.79;35269.25;13340.07;45.61
2021-01-08T04:00+01:00;8156;35310.67;13310.02;46.81
2021-01-08T05:00+01:00;8164.14;37573.07;13182.82;51.57
2021-01-08T06:00+01:00;8150.26;40908.33;13084.39;60.67
2021-01-08T07:00+01:00;8151.39;42065.46;13292.06;79.56
2021-01-08T08:00+01:00;8162.3;43420.45;13324.05;103.54
2021-01-08T09:00+01:00;8163.18;43802.58;13330.88;110.45
2021-01-08T10:00+01:00;8161.58;43798.47;13800.19;109.96
2021-01-08T11:00+01:00;8156.78;43354.48;14225.45;106.82
2021-01-08T12:00+01:00;8154.11;43354.5;14189.37;102.37
2021-01-08T13:00+01:00;8154.23;43245.06;13756.15;97.61
2021-01-08T14:00+01:00;8154.25;42978.13;13020.38;95
2021-01-08T15:00+01:00;8155.03;42881.41;12527.98;95.42
2021-01-08T16:00+01:00;8151.48;43332.7;12340.64;95
2021-01-08T17:00+01:00;8150.37;43353.51;12975.1;110
2021-01-08T18:00+01:00;8151.45;43470.6;12997.48;102.41
2021-01-08T19:00+01:00;8152.05;43437.8;12793.4;88.05
2021-01-08T20:00+01:00;8155.68;41938.82;12403.37;64.24
2021-01-08T21:00+01:00;8160.07;40629.83;12375.39;59.43
2021-01-08T22:00+01:00;8161.84;39985.84;12188.31;57.6
2021-01-08T23:00+01:00;8152.69;37360.65;12095.92;51.75
2021-01-09T00:00+01:00;8136.41;34645.91;11853.82;54.73
2021-01-09T01:00+01:00;8143.44;33996.39;11714.94;52.39
2021-01-09T02:00+01:00;8143.17;33993.83;11626.85;51.67
2021-01-09T03:00+01:00;8139.53;34159.3;11559.03;50.88
2021-01-09T04:00+01:00;8153.02;34170.49;11500.87;50.02
2021-01-09T05:00+01:00;8149.59;34245.09;11421.85;49.1
2021-01-09T06:00+01:00;8147.94;34801.62;11253.04;49.57
2021-01-09T07:00+01:00;8153.31;36570.45;10940.54;53.82
2021-01-09T08:00+01:00;8160.65;38795.7;10851.48;59.8
2021-01-09T09:00+01:00;8153.77;39302.64;11168;66.92
2021-01-09T10:00+01:00;8164.21;39428.1;12079.13;67.71
2021-01-09T11:00+01:00;8155.77;39490;12883.01;68
2021-01-09T12:00+01:00;8154.9;39583.08;13085.5;67.01
2021-01-09T13:00+01:00;8161.05;39513.56;12602.5;62.53
2021-01-09T14:00+01:00;8160.39;39429.06;11533.02;60
2021-01-09T15:00+01:00;8164.64;39757.37;10163.6;60
2021-01-09T16:00+01:00;8169.05;39860.42;9450.74;62.78
2021-01-09T17:00+01:00;8143.16;39801.06;9592.48;69.92
2021-01-09T18:00+01:00;8135.51;39683.78;9630.42;71.99
2021-01-09T19:00+01:00;8133.24;39918.17;9498.78;68.95
2021-01-09T20:00+01:00;8022.42;39481.52;9493.89;62.66
2021-01-09T21:00+01:00;7814.25;38596.26;9488.29;56.54
2021-01-09T22:00+01:00;7672.5;37603.34;9600.45;55.81
2021-01-09T23:00+01:00;7573;35981.75;9849.2;50.85
2021-01-10T00:00+01:00;7668.73;33322.28;10363.57;54.65
2021-01-10T01:00+01:00;7871.01;31404.38;10793.31;51.79
2021-01-10T02:00+01:00;7927.46;30445.65;11549.18;50.58
2021-01-10T03:00+01:00;7933;30159.66;11962.98;47.98
2021-01-10T04:00+01:00;7933.79;30025.2;12611.54;47.6
2021-01-10T05:00+01:00;7925.14;30166.14;13014.75;47.59
2021-01-10T06:00+01:00;7927.94;29863.99;13701.33;42.09
2021-01-10T07:00+01:00;7930.4;30581.56;14451.94;44.56
2021-01-10T08:00+01:00;7925.94;31443.72;15451.89;49.46
2021-01-10T09:00+01:00;7929.12;32492.99;17359.59;54.96
2021-01-10T10:00+01:00;7928.29;32582.58;20360.43;53.63
2021-01-10T11:00+01:00;7927.38;32563.33;22945.96;55.57
2021-01-10T12:00+01:00;7915.82;32076.56;24863.78;54.17
2021-01-10T13:00+01:00;7909.18;31376.82;25506.76;52.62
2021-01-10T14:00+01:00;7913.66;31167.67;24176.59;53.18
2021-01-10T15:00+01:00;7920.33;31985.98;21796.35;54.85
2021-01-10T16:00+01:00;7917.51;32875.13;20583.26;56.52
2021-01-10T17:00+01:00;7925.72;33491.76;22016.06;62.09
2021-01-10T18:00+01:00;8094.27;33262.59;22258.41;63.41
2021-01-10T19:00+01:00;8139.93;32870.5;22524.69;56.39
2021-01-10T20:00+01:00;8140.24;32457.09;22379.56;55.64
2021-01-10T21:00+01:00;8143.93;31521.11;21899.75;53.33
2021-01-10T22:00+01:00;8144.75;31146.18;21377.66;52.05
2021-01-10T23:00+01:00;8024.87;28528.79;22081.25;37.24
2021-01-11T00:00+01:00;7842.84;27084.23;23040.81;44.9
2021-01-11T01:00+01:00;7811.92;26489.62;25116.15;44.74
2021-01-11T02:00+01:00;7815.26;25961.26;26117.55;45.06
2021-01-11T03:00+01:00;7835.46;25645.46;26870.5;44.07
2021-01-11T04:00+01:00;7832.66;26466.32;27902.33;44.53
2021-01-11T05:00+01:00;7842.51;28030.81;28882.35;42.74
2021-01-11T06:00+01:00;7844.48;31015.73;30110.27;54.62
2021-01-11T07:00+01:00;7851.5;32191.22;31193.99;67.11
2021-01-11T08:00+01:00;7855.36;32925.23;32410.39;70.59
2021-01-11T09:00+01:00;7854.93;33421.22;34007.9;58.32
2021-01-11T10:00+01:00;7854.19;33440.05;36143.24;55.89
2021-01-11T11:00+01:00;7763.38;33811.75;37589.21;54.49
2021-01-11T12:00+01:00;7666.9;33901.59;38371.55;53.35
2021-01-11T13:00+01:00;7634.84;33766.74;38600.55;48.39
2021-01-11T14:00+01:00;7632.13;33685.36;38105.34;49.57
2021-01-11T15:00+01:00;7636.34;33761.48;37645.04;50.96
2021-01-11T16:00+01:00;7559.21;33714.28;38002.31;49.12
2021-01-11T17:00+01:00;7525.54;33727.84;39249.65;53.44
2021-01-11T18:00+01:00;7516.27;32823.94;40605.32;47.94
2021-01-11T19:00+01:00;7518.33;31338.74;41032.25;42.16
2021-01-11T20:00+01:00;7460.65;28350.08;42129.58;38.03
2021-01-11T21:00+01:00;7458.85;24231.67;42929.94;34.24
2021-01-11T22:00+01:00;7441.78;22268.17;42402.09;34.01
2021-01-11T23:00+01:00;7394.92;20861.97;43099.82;27.39
2021-01-12T00:00+01:00;7437.89;18657.27;44284.76;18.96
2021-01-12T01:00+01:00;7355.94;18464.13;44737.19;15.82
2021-01-12T02:00+01:00;7473.32;18474.85;43141.86;19
2021-01-12T03:00+01:00;7450.52;18631.91;41749.65;24.14
2021-01-12T04:00+01:00;7336.72;19699.79;40007.88;27
2021-01-12T05:00+01:00;7213.53;22319.59;38913.81;35.94
2021-01-12T06:00+01:00;7340.82;26920.98;37800.38;40.96
2021-01-12T07:00+01:00;7573.18;30632.26;35999.65;54.51
2021-01-12T08:00+01:00;7663.05;32028.32;34389.73;60.64
2021-01-12T09:00+01:00;7736.51;32252.62;33636.34;54.96
2021-01-12T10:00+01:00;7916.26;32606.02;33950.3;56.5
2021-01-12T11:00+01:00;7982.48;33661.99;34515.36;57.88
2021-01-12T12:00+01:00;7968.44;33614.94;35769.26;59.64
2021-01-12T13:00+01:00;7954.54;32987.25;36890.59;54.94
2021-01-12T14:00+01:00;7958.3;32932.69;36076.03;51.55
2021-01-12T15:00+01:00;7960.4;33856.11;34916.69;55.56
2021-01-12T16:00+01:00;7962.79;34504.58;34952.49;63.01
2021-01-12T17:00+01:00;7924.69;34428.41;35510.42;64.6
2021-01-12T18:00+01:00;7701.51;33256.05;36483.17;61.89
2021-01-12T19:00+01:00;7588.16;32348.18;37016.68;54.9
2021-01-12T20:00+01:00;7578.08;30340.16;37197.4;53.25
2021-01-12T21:00+01:00;7537.55;28674.77;37250.11;44.84
2021-01-12T22:00+01:00;7553.81;27388.26;36530.24;38.68
2021-01-12T23:00+01:00;7539.68;25353.47;36484.19;37.24
2021-01-13T00:00+01:00;7556.72;23050.26;36504.67;34.59
2021-01-13T01:00+01:00;7568.13;21890.1;35971.71;33.47
2021-01-13T02:00+01:00;7563.57;21618.81;36400.73;32.36
2021-01-13T03:00+01:00;7572.95;21787.77;37095.01;30.84
2021-01-13T04:00+01:00;7567.98;22773.47;37422.58;31.68
2021-01-13T05:00+01:00;7570.28;24883.33;37898.67;36.81
2021-01-13T06:00+01:00;7627.49;27872.17;38614.86;41.87
2021-01-13T07:00+01:00;7565.39;28761.25;39751.11;46.21
2021-01-13T08:00+01:00;7582.66;29392.69;40601.16;56.14
2021-01-13T09:00+01:00;7563.29;29353.42;42276.76;47.71
2021-01-13T10:00+01:00;7550.54;29027;45584.88;46.23
2021-01-13T11:00+01:00;7565.08;28052.55;48393.43;43.82
2021-01-13T12:00+01:00;7552.8;27392.14;50035.59;41.22
2021-01-13T13:00+01:00;7543.62;26790.44;50694.41;40.04
2021-01-13T14:00+01:00;7547.38;26825.96;49894.01;39.47
2021-01-13T15:00+01:00;7549.73;27100.08;47521;41.17
2021-01-13T16:00+01:00;7542.22;27702.57;46668.08;45.91
2021-01-13T17:00+01:00;7541.94;27908.36;46117.91;55.49
2021-01-13T18:00+01:00;7547.52;27011.13;44957.28;54.51
2021-01-13T19:00+01:00;7538.86;26950.34;43814.01;49.28
2021-01-13T20:00+01:00;7549.24;26556.45;42799.79;48.65
2021-01-13T21:00+01:00;7546.03;26052.39;41387.12;41.89
2021-01-13T22:00+01:00;7531.14;25618.06;40148.57;41
2021-01-13T23:00+01:00;7518.43;24459.08;41036.07;38.97
2021-01-14T00:00+01:00;7356.61;21507.51;41419.43;37.3
2021-01-14T01:00+01:00;7500.69;20705.12;40692.15;36.91
2021-01-14T02:00+01:00;7795.74;20729.63;39070.61;36.98
2021-01-14T03:00+01:00;7977.86;21785.13;37223.17;39.82
2021-01-14T04:00+01:00;8058.74;25390.37;34115.45;43.2
2021-01-14T05:00+01:00;8137.33;29539.97;31271.53;46.45
2021-01-14T06:00+01:00;8139.41;34665.92;28221.58;60.04
2021-01-14T07:00+01:00;8165.51;39406.78;24916.42;79.9
2021-01-14T08:00+01:00;8164.61;40508.85;21436.82;88.82
2021-01-14T09:00+01:00;8173.23;41649.49;19472.5;89.27
2021-01-14T10:00+01:00;8180.43;41829.57;18474.71;89.63
2021-01-14T11:00+01:00;8175.89;41334.02;17884.94;91.05
2021-01-14T12:00+01:00;8172.46;41536.06;17114.88;88.75
2021-01-14T13:00+01:00;8173.67;41698.85;15986.73;87.1
2021-01-14T14:00+01:00;8181.73;41883.9;14655.86;83.98
2021-01-14T15:00+01:00;8188.68;42519.43;13510.57;79.96
2021-01-14T16:00+01:00;8193.19;42981.22;13482.1;83.42
2021-01-14T17:00+01:00;8189.8;42885.2;14690.54;100.67
2021-01-14T18:00+01:00;8186.72;42766.95;15222.08;90.16
2021-01-14T19:00+01:00;8186.37;42496.22;14805.97;87.7
2021-01-14T20:00+01:00;8185.83;41059.34;14445.43;74.58
2021-01-14T21:00+01:00;8181.96;39310.63;14582.46;62.74
2021-01-14T22:00+01:00;8179.29;37847.85;14528.28;59.82
2021-01-14T23:00+01:00;8178.52;35925.33;14694.16;55.6
2021-01-15T00:00+01:00;8174.15;34528.1;15114.63;48.98
2021-01-15T01:00+01:00;8174.54;34143.41;15278.33;48.66
2021-01-15T02:00+01:00;8163.37;33521.22;15462.24;47.7
2021-01-15T03:00+01:00;8164.83;33533.57;15768.24;46.6
2021-01-15T04:00+01:00;8175.63;33523.61;15759.76;48
2021-01-15T05:00+01:00;8164.83;36160.81;16697.1;51.52
2021-01-15T06:00+01:00;8168.94;39424.96;17057.14;62.97
2021-01-15T07:00+01:00;8186.43;42203.84;16373.14;77.94
2021-01-15T08:00+01:00;8191.18;43336.61;16487.77;94.07
2021-01-15T09:00+01:00;8196.19;44301.95;16994.92;97.76
2021-01-15T10:00+01:00;8200.2;44501.54;17848.92;90.69
2021-01-15T11:00+01:00;8202.33;44066.26;18561.15;86.97
2021-01-15T12:00+01:00;8200.3;44402.15;19057.97;79.25
2021-01-15T13:00+01:00;8195.31;43731.03;18895.48;76.64
2021-01-15T14:00+01:00;8192.91;43806.07;17820.58;77.14
2021-01-15T15:00+01:00;8195.12;44352.62;16143.3;76.98
2021-01-15T16:00+01:00;8197.1;44912.55;15023.68;82
2021-01-15T17:00+01:00;8196.55;44964.97;14338.64;99.5
2021-01-15T18:00+01:00;8197.13;44794.36;13799.77;98.02
2021-01-15T19:00+01:00;8199.04;44394.35;13269.05;95.01
2021-01-15T20:00+01:00;8198.99;43546.02;12500.61;77.2
2021-01-15T21:00+01:00;8190.26;41834.41;11786.38;67.18
2021-01-15T22:00+01:00;8184.28;40562.94;11553.4;63.19
2021-01-15T23:00+01:00;8179.23;37780.43;11403.18;55.42
2021-01-16T00:00+01:00;8179.2;34654.27;11360.45;58.41
2021-01-16T01:00+01:00;8177.48;34026.82;11476.02;55.65
2021-01-16T02:00+01:00;8172.33;33687.17;11396.92;52.16
2021-01-16T03:00+01:00;8176.25;33556.66;11348.24;51.18
2021-01-16T04:00+01:00;8180.86;33401.12;11518.66;49.51
2021-01-16T05:00+01:00;8185.45;33375.57;11720.72;48.52
2021-01-16T06:00+01:00;8185.43;33922.47;11784.52;48.74
2021-01-16T07:00+01:00;8176.59;35347.2;11930.91;51.43
2021-01-16T08:00+01:00;8110.39;37107.86;12366.68;61.16
2021-01-16T09:00+01:00;7876.58;37753.18;13453.34;64.75
2021-01-16T10:00+01:00;8076.81;37849.05;15087.4;63.77
2021-01-16T11:00+01:00;8143.76;37915.91;17047.46;62.13
2021-01-16T12:00+01:00;8140.57;37632.57;19132.33;55.01
2021-01-16T13:00+01:00;8138.44;37214.8;19699.09;50.66
2021-01-16T14:00+01:00;8156.68;37033.75;19102.05;49.48
2021-01-16T15:00+01:00;8186.08;37259.27;18217.55;50.65
2021-01-16T16:00+01:00;8184.72;37547.16;17951.42;57.7
2021-01-16T17:00+01:00;8183.4;38127.25;18155.92;65.01
2021-01-16T18:00+01:00;8177.6;38349.74;18920.38;66.4
2021-01-16T19:00+01:00;8182.02;38557.76;18405.21;63.76
2021-01-16T20:00+01:00;8166.42;37400.43;17951.63;57.47
2021-01-16T21:00+01:00;8169.57;34833.29;17687.55;52.98
2021-01-16T22:00+01:00;8174.1;33161.18;16909.83;53.2
2021-01-16T23:00+01:00;8172.73;31820.2;16055.6;50.56
2021-01-17T00:00+01:00;8169.19;30627.66;15078.18;47.99
2021-01-17T01:00+01:00;8167.55;29596.35;14167.57;47.74
2021-01-17T02:00+01:00;8164.24;29115.98;13568.48;47.18
2021-01-17T03:00+01:00;8163.04;29047.07;13154.82;46.09
2021-01-17T04:00+01:00;8166.86;28637.87;12979.33;45.8
2021-01-17T05:00+01:00;8108.88;28708.23;12953.27;45.42
2021-01-17T06:00+01:00;7881.37;28988.63;13013.94;46.46
2021-01-17T07:00+01:00;8060.47;30109.97;12957.26;47.64
2021-01-17T08:00+01:00;8169;32828.24;13023.27;47.42
2021-01-17T09:00+01:00;8171.23;34928.88;13620.35;51.13
2021-01-17T10:00+01:00;8180.25;35934.64;13989.16;56.5
2021-01-17T11:00+01:00;8181.58;36361.61;14275.19;59.94
2021-01-17T12:00+01:00;8174.49;36403.24;14354.16;55.51
2021-01-17T13:00+01:00;8177.42;36536.33;13839.96;52.82
2021-01-17T14:00+01:00;8187.78;36323.07;12447.3;49.95
2021-01-17T15:00+01:00;8188.11;36337.34;11322.36;53.48
2021-01-17T16:00+01:00;8196.09;36388.79;10709.2;60.6
2021-01-17T17:00+01:00;8187.39;36599.53;11388.17;67.05
2021-01-17T18:00+01:00;8189.03;36423.37;12213.99;72
2021-01-17T19:00+01:00;8179.81;36155.2;13483.65;67.78
2021-01-17T20:00+01:00;8164.77;35750.78;14542.35;62.45
2021-01-17T21:00+01:00;8164.6;35037.08;15429.31;56.61
2021-01-17T22:00+01:00;8156.13;34451.4;16407.76;57.07
2021-01-17T23:00+01:00;8155.71;32901.92;17232.34;51.34
2021-01-18T00:00+01:00;8138.25;31562.17;17507.86;50.22
2021-01-18T01:00+01:00;8135.93;31387.93;17742.94;47.94
2021-01-18T02:00+01:00;8138.8;31449.14;17655.81;47.67
