Date (GMT+1);Nuclear  Power (MW);Non-Renewable Power (MW);Renewable Power (MW);Price (EUR/MWh, EUR/tCO2)
2021-06-17T21:00+02:00;6285.34;25642.28;18778.66;98.91
2021-06-17T22:00+02:00;6291.97;25144.8;19064.79;91.03
2021-06-17T23:00+02:00;6408.37;23776.01;18736.43;82.17
2021-06-18T00:00+02:00;6530.53;22805.51;17243.83;74.65
2021-06-18T01:00+02:00;6533.45;22176.34;15791.83;69.97
2021-06-18T02:00+02:00;6542.32;21806.96;14670.51;67.07
2021-06-18T03:00+02:00;6548.5;21873.1;14124.99;65.19
2021-06-18T04:00+02:00;6552.44;22095.21;13806.89;66.09
2021-06-18T05:00+02:00;6556.97;22610.21;14570.06;70.1
2021-06-18T06:00+02:00;6546.28;24268.15;16775.82;85.57
2021-06-18T07:00+02:00;6434.08;25214.15;19939.51;97.05
2021-06-18T08:00+02:00;6336.5;25459.01;25388.61;100.02
2021-06-18T09:00+02:00;6267.9;25163.65;32183.36;95
2021-06-18T10:00+02:00;6278.38;24733.55;38970.59;84.1
2021-06-18T11:00+02:00;6268.81;24346.73;43339.27;81
2021-06-18T12:00+02:00;6326.64;23772.73;44628.22;74.59
2021-06-18T13:00+02:00;6325.2;23282.09;44235.08;64.78
2021-06-18T14:00+02:00;6266.31;23361.24;43080.22;67.15
2021-06-18T15:00+02:00;6271.38;23419.59;40296.24;67.7
2021-06-18T16:00+02:00;6262.55;23796.17;36473.86;66
2021-06-18T17:00+02:00;6338.4;24670.14;32101.22;83.85
2021-06-18T18:00+02:00;6353.63;25207.65;26351.73;91.1
2021-06-18T19:00+02:00;6357.83;25394.12;21590.19;97
2021-06-18T20:00+02:00;6401.47;25223.45;19017.77;96.91
2021-06-18T21:00+02:00;6411.66;25235.03;18154.12;92.37
2021-06-18T22:00+02:00;6432.72;24677.46;19918.61;85.86
2021-06-18T23:00+02:00;6438.87;23668.85;19273.42;79.75
2021-06-19T00:00+02:00;6514.76;21000.34;18195.12;80.17
2021-06-19T01:00+02:00;6530.73;20254.85;17241.08;74.23
2021-06-19T02:00+02:00;6534.84;19921.71;16322.51;71.35
2021-06-19T03:00+02:00;6535.77;19841.18;16698.11;70.07
2021-06-19T04:00+02:00;6535.02;19531.14;17409.49;67.3
2021-06-19T05:00+02:00;6501.51;19436.58;18030.71;64.91
2021-06-19T06:00+02:00;6449.29;19043.55;20306.22;66.04
2021-06-19T07:00+02:00;6446.61;19103.05;23380.07;73.5
2021-06-19T08:00+02:00;6396.08;18604.33;29241.46;74.37
2021-06-19T09:00+02:00;6128.85;17596.71;36425.2;64.93
2021-06-19T10:00+02:00;5954.24;16155.5;42002.78;58.38
2021-06-19T11:00+02:00;5961.36;15605.93;44796.83;54.8
2021-06-19T12:00+02:00;6022.17;15100.95;45558.56;52.6
2021-06-19T13:00+02:00;6047.01;15019.59;44395.2;49.37
2021-06-19T14:00+02:00;6033.39;15809.53;41365.92;50.38
2021-06-19T15:00+02:00;6100.83;16518.62;37315.63;59.69
2021-06-19T16:00+02:00;6247.63;17582.71;32602.7;62.49
2021-06-19T17:00+02:00;6371.8;18569.45;27130.37;73
2021-06-19T18:00+02:00;6382.43;19306.26;21520.67;81
2021-06-19T19:00+02:00;6387.49;19553.39;16768.55;89
2021-06-19T20:00+02:00;6474.65;19696.55;14247.71;92.75
2021-06-19T21:00+02:00;6515.02;20025.57;13952.97;89.98
2021-06-19T22:00+02:00;6522.6;20100.08;15396.42;83.98
2021-06-19T23:00+02:00;6515.01;19142.12;17233.6;78.05
2021-06-20T00:00+02:00;6521.88;16297.51;17940.38;76.01
2021-06-20T01:00+02:00;6525.32;15373.92;20065.66;66.8
2021-06-20T02:00+02:00;6515.37;13766.35;22096.84;63.04
2021-06-20T03:00+02:00;6489.55;12472.58;23038.48;60.03
2021-06-20T04:00+02:00;6478.85;11943.84;24070.81;54.93
2021-06-20T05:00+02:00;6326.53;11459.97;26550.1;50.09
2021-06-20T06:00+02:00;6237.85;11322.05;29538.19;50.11
2021-06-20T07:00+02:00;6286.05;11446.45;31874.39;52.76
2021-06-20T08:00+02:00;6430.72;11824.36;33947.42;55
2021-06-20T09:00+02:00;6439.59;11619.74;37822.76;55
2021-06-20T10:00+02:00;6399.21;11422.8;42930.04;50.2
2021-06-20T11:00+02:00;6052.82;10946.28;46857.22;45.63
2021-06-20T12:00+02:00;6108.75;10617.38;49610.97;39.85
2021-06-20T13:00+02:00;5649.73;10593.35;48490.37;27.2
2021-06-20T14:00+02:00;5705.67;10309.22;45609.03;23.72
2021-06-20T15:00+02:00;6310.75;10375.16;39992.96;26.99
2021-06-20T16:00+02:00;6437.77;12612.51;32881.4;48.1
2021-06-20T17:00+02:00;6439.86;15768.12;25269.58;60.48
2021-06-20T18:00+02:00;6451.41;17781.79;19197.13;70.05
2021-06-20T19:00+02:00;6524.99;19098.92;15099.29;84.35
2021-06-20T20:00+02:00;6530.21;20000.71;13026.36;86.21
2021-06-20T21:00+02:00;6536.02;20292.37;12728.11;86.7
2021-06-20T22:00+02:00;6542.58;20368.72;14095.24;88.13
2021-06-20T23:00+02:00;6531.52;19619.45;16697.85;81
2021-06-21T00:00+02:00;6543.77;19071.12;17978.16;65.99
2021-06-21T01:00+02:00;6556.98;18966.1;18097.52;62.96
2021-06-21T02:00+02:00;6555.03;18960.5;18050.75;61.03
2021-06-21T03:00+02:00;6562.15;18139.92;19000.3;58.9
2021-06-21T04:00+02:00;6568.02;18375.79;19697.16;58.62
2021-06-21T05:00+02:00;6570.64;19926.14;19485.62;62.5
2021-06-21T06:00+02:00;6523.35;20808.85;21563.53;76.1
2021-06-21T07:00+02:00;6510.18;22096.37;25666.63;88.94
2021-06-21T08:00+02:00;6503.97;22574.19;32208.42;92
2021-06-21T09:00+02:00;6506.04;23032.03;38190.89;90
2021-06-21T10:00+02:00;6492.38;22769.66;43095.5;86.28
2021-06-21T11:00+02:00;6481.97;22518.58;45853.09;82
2021-06-21T12:00+02:00;6456.51;22523.76;45987.9;78.48
2021-06-21T13:00+02:00;6460.42;22576.64;45882.03;69.93
2021-06-21T14:00+02:00;6456.74;22479.29;44715.56;67.34
2021-06-21T15:00+02:00;6465.06;22047.38;43099.91;72.05
2021-06-21T16:00+02:00;6456.91;22248.33;40165.66;75.13
2021-06-21T17:00+02:00;6444.04;22824.65;35797.02;82.94
2021-06-21T18:00+02:00;6435.61;23018.83;30325.88;88.97
2021-06-21T19:00+02:00;6434.24;23450.01;25082.48;93.79
2021-06-21T20:00+02:00;6435.75;23173.25;22863.79;94.07
2021-06-21T21:00+02:00;6453.27;23108.01;22675.71;91.27
2021-06-21T22:00+02:00;6463.02;23427.64;21601.3;86.09
2021-06-21T23:00+02:00;6575.9;22808.76;19917.99;77.8
2021-06-22T00:00+02:00;6610.17;21533.98;19010.91;74.03
2021-06-22T01:00+02:00;6612.12;20788.88;18104.39;68.38
2021-06-22T02:00+02:00;6615.46;20572.9;17796.41;66.8
2021-06-22T03:00+02:00;6627.96;20974.41;16995.84;65.68
2021-06-22T04:00+02:00;6637.97;21336.62;16820.42;64.84
2021-06-22T05:00+02:00;6636.14;22435.32;17050.24;67.67
2021-06-22T06:00+02:00;6623.85;24584.02;18776.08;83.08
2021-06-22T07:00+02:00;6634.42;26118.27;21527.69;93.76
2021-06-22T08:00+02:00;6623.11;25949;25608.52;96
2021-06-22T09:00+02:00;6622.28;25596.46;29489.24;93.65
2021-06-22T10:00+02:00;6624.05;25841.89;31732.25;90.97
2021-06-22T11:00+02:00;6620.02;26312.15;32983.37;90.1
2021-06-22T12:00+02:00;6603.75;26290.56;32872.82;88.48
2021-06-22T13:00+02:00;6471.63;26124.87;32804.11;83.9
2021-06-22T14:00+02:00;6458.16;25979.08;31838.89;80.07
2021-06-22T15:00+02:00;6578.57;26055.08;30562.67;81.73
2021-06-22T16:00+02:00;6588.88;26368.14;27997.02;82.41
2021-06-22T17:00+02:00;6583.53;26507.06;25379.31;89.95
2021-06-22T18:00+02:00;6583.87;26858.12;21926.76;97.59
2021-06-22T19:00+02:00;6588.05;26967.55;17999.94;100.46
2021-06-22T20:00+02:00;6598.21;26849.07;15211.79;100.1
2021-06-22T21:00+02:00;6600.7;26777.31;13764.25;96.87
2021-06-22T22:00+02:00;6600.96;26592.51;13851.58;90.68
2021-06-22T23:00+02:00;6610.51;26150.75;13512.3;82.94
2021-06-23T00:00+02:00;6613.43;24681.71;12870.25;72.59
2021-06-23T01:00+02:00;6622.47;23872.5;12250.81;72.53
2021-06-23T02:00+02:00;6626.27;23510.43;11567.49;70.29
2021-06-23T03:00+02:00;6629.89;23731.77;11395.17;70.09
2021-06-23T04:00+02:00;6638.09;24449.71;11165.14;71.18
2021-06-23T05:00+02:00;6645.15;25627.27;11396.71;75.01
2021-06-23T06:00+02:00;6650.45;27506.6;12687.43;87.85
2021-06-23T07:00+02:00;6652.54;28010.12;15152.54;109.93
2021-06-23T08:00+02:00;6648.82;28441.67;18793.38;120
2021-06-23T09:00+02:00;6640.86;28531.91;22479.22;103.93
2021-06-23T10:00+02:00;6637.36;28332.41;25845.35;93.35
2021-06-23T11:00+02:00;6623.99;28187.3;28117.62;92.08
2021-06-23T12:00+02:00;6619.6;27843.86;29473.23;91.13
2021-06-23T13:00+02:00;6615.2;27528.34;30277.79;87.55
2021-06-23T14:00+02:00;6606.02;27151.43;30041.63;84.82
2021-06-23T15:00+02:00;6476.17;26772.96;28836.01;79.67
2021-06-23T16:00+02:00;6422.4;26870.98;26520.7;83.61
2021-06-23T17:00+02:00;6585.73;27140.03;23011.96;90.96
2021-06-23T18:00+02:00;6586.88;27551.42;18714.3;106.44
2021-06-23T19:00+02:00;6581.3;27604.38;14913.01;139.72
2021-06-23T20:00+02:00;6582.61;27631.77;12944.73;133.38
2021-06-23T21:00+02:00;6591.85;27265.95;12543.31;112.47
2021-06-23T22:00+02:00;6600.15;27010.75;12907.56;93.35
2021-06-23T23:00+02:00;6610.38;26517.69;12917.02;86.34
2021-06-24T00:00+02:00;6622.81;25294.35;12099.33;80.89
2021-06-24T01:00+02:00;6615.88;24956.28;11482.18;79.29
2021-06-24T02:00+02:00;6621.44;24420.38;10821.38;76.19
2021-06-24T03:00+02:00;6621.21;24107.61;10780.22;73.31
2021-06-24T04:00+02:00;6625.49;23966.23;10724.74;75.44
2021-06-24T05:00+02:00;6629.85;24900.88;10673.04;78.76
2021-06-24T06:00+02:00;6632.55;26244.48;11864.63;91.47
2021-06-24T07:00+02:00;6631.45;26906.02;14227.59;104.23
2021-06-24T08:00+02:00;6629.62;27135.72;17485.43;119.81
2021-06-24T09:00+02:00;6628.29;27138.71;20797.32;115.97
2021-06-24T10:00+02:00;6625.11;27280.89;23302.72;99.99
2021-06-24T11:00+02:00;6616.09;27358.83;25538.48;95
2021-06-24T12:00+02:00;6615.59;27372.4;26789.49;90.16
2021-06-24T13:00+02:00;6604.67;27310.04;27414.35;88.05
2021-06-24T14:00+02:00;6600.86;26773.74;26276.88;85.74
2021-06-24T15:00+02:00;6596.51;26662.65;25026.82;84.96
2021-06-24T16:00+02:00;6590.85;26363.71;22436.6;87.75
2021-06-24T17:00+02:00;6588.27;26624.11;18804.32;95.94
2021-06-24T18:00+02:00;6593.25;26924.75;15661.53;108.39
2021-06-24T19:00+02:00;6588.09;27149.04;13079.3;129.54
2021-06-24T20:00+02:00;6596.46;27302.32;11106.91;124.37
2021-06-24T21:00+02:00;6606.97;27136.25;9910.74;107.37
2021-06-24T22:00+02:00;6610.25;26882.91;9571.26;94.32
2021-06-24T23:00+02:00;6610.48;26318.38;9533.8;88.91
2021-06-25T00:00+02:00;6623.3;24721.81;9543.62;84.63
2021-06-25T01:00+02:00;6631.59;23761.27;9416.9;79.62
2021-06-25T02:00+02:00;6635.07;23137.24;9492.68;76.99
2021-06-25T03:00+02:00;6638.48;23083.72;9629.69;75.44
2021-06-25T04:00+02:00;6641.8;23423.26;9904.03;75.77
2021-06-25T05:00+02:00;6643.16;24579.86;10473.92;78.3
2021-06-25T06:00+02:00;6643.2;26154.97;12308.16;89.8
2021-06-25T07:00+02:00;6647.44;27144.01;14899.39;100.54
2021-06-25T08:00+02:00;6643.1;27282.21;18526.59;105.51
2021-06-25T09:00+02:00;6634.99;27068.33;22493.78;95.02
2021-06-25T10:00+02:00;6629.49;26971.84;26306.88;93.07
2021-06-25T11:00+02:00;6630.94;26345.72;29077.88;89.06
2021-06-25T12:00+02:00;6618.64;25368.22;31208.7;86.45
2021-06-25T13:00+02:00;6588.37;24598.15;31914.65;80.07
2021-06-25T14:00+02:00;6582.3;24481.93;30957.19;79.26
2021-06-25T15:00+02:00;6578.27;24639.3;28984.39;78.96
2021-06-25T16:00+02:00;6580.03;24983.54;26206.98;79.83
2021-06-25T17:00+02:00;6585.66;25709.2;22606.85;93.27
2021-06-25T18:00+02:00;6577.81;26023.68;18657.85;107.96
2021-06-25T19:00+02:00;6581.62;26082.86;14136.26;105.99
2021-06-25T20:00+02:00;6604.39;26158.31;10992.98;109.08
2021-06-25T21:00+02:00;6615.57;25825.91;9409.31;100.72
2021-06-25T22:00+02:00;6617.54;24917.76;9014.41;98.38
2021-06-25T23:00+02:00;6617.4;24053.18;8794.04;89.71
2021-06-26T00:00+02:00;6625.3;21489.9;8713.81;88.94
2021-06-26T01:00+02:00;6623.76;20093.54;8691.36;84.33
2021-06-26T02:00+02:00;6625.63;18972.46;8703.89;84.3
2021-06-26T03:00+02:00;6629.29;18970.76;8558.84;81.19
2021-06-26T04:00+02:00;6635.6;19176.43;8453.28;75.48
2021-06-26T05:00+02:00;6633.76;19299.3;8836.23;74.03
2021-06-26T06:00+02:00;6635.27;19413.09;11016.16;82.6
2021-06-26T07:00+02:00;6615.51;19397.74;15572.98;81.54
2021-06-26T08:00+02:00;6572.33;19173.84;21424.85;82.8
2021-06-26T09:00+02:00;6561.36;18814.01;27506.36;81.52
2021-06-26T10:00+02:00;6554.67;18367.82;32374.13;75.24
2021-06-26T11:00+02:00;6491.23;18488.94;35533.82;73.37
2021-06-26T12:00+02:00;6488.08;17447.78;36503.92;71.17
2021-06-26T13:00+02:00;6483.22;16427.1;35796.87;68.97
2021-06-26T14:00+02:00;6477.51;16270.67;34763.11;65.74
2021-06-26T15:00+02:00;6474.33;16523.16;32707.35;64.87
2021-06-26T16:00+02:00;6472.63;17334.26;29919.19;66.1
2021-06-26T17:00+02:00;6436.86;18583.67;25754.17;69.74
2021-06-26T18:00+02:00;6546.92;19673.24;20542.81;83.78
2021-06-26T19:00+02:00;6563.87;20303.95;15335.39;94.24
2021-06-26T20:00+02:00;6565.02;20505.34;12127.29;95.95
2021-06-26T21:00+02:00;6559.98;20591.44;11057.22;95.29
2021-06-26T22:00+02:00;6566.47;20458.64;11636.19;91.03
2021-06-26T23:00+02:00;6572.87;19697.71;12423.62;84.78
2021-06-27T00:00+02:00;6581.21;18515.6;12703.19;76.89
2021-06-27T01:00+02:00;6594.74;17055.81;13036.9;71
2021-06-27T02:00+02:00;6593.75;15695.38;12849.2;68.05
2021-06-27T03:00+02:00;6603.82;15163.07;12499.99;68.18
2021-06-27T04:00+02:00;6615.26;15248.83;12147.58;68.16
2021-06-27T05:00+02:00;6608.26;15026.27;12314.98;65.92
2021-06-27T06:00+02:00;6607.74;14706.69;14501.71;66.07
2021-06-27T07:00+02:00;6620.8;14371.75;18501.91;65.03
2021-06-27T08:00+02:00;6619.12;13730.75;23734.61;62.29
2021-06-27T09:00+02:00;6607.53;12836.97;29758.42;59.61
2021-06-27T10:00+02:00;6588.26;12244.85;34821.31;52.89
2021-06-27T11:00+02:00;6517.86;12218.09;38495.3;52.96
2021-06-27T12:00+02:00;6361.11;11876.97;40183.37;49.58
2021-06-27T13:00+02:00;6295.65;10793.35;40461.23;31.51
2021-06-27T14:00+02:00;6287.86;10616.32;39099.95;21.73
2021-06-27T15:00+02:00;6319.95;10594.11;35845.65;27.18
2021-06-27T16:00+02:00;6452.99;12015.2;31927.47;45.05
2021-06-27T17:00+02:00;6531.5;16164.08;26841.72;67.03
2021-06-27T18:00+02:00;6525.03;18905.06;20877.33;80.55
2021-06-27T19:00+02:00;6521.32;19953.87;15155.37;90.85
2021-06-27T20:00+02:00;6525.19;20167.27;13595.26;95
2021-06-27T21:00+02:00;6536.67;20290.76;12669.47;93.68
2021-06-27T22:00+02:00;6546.58;20192.48;12421.56;92.91
2021-06-27T23:00+02:00;6560.14;20011.95;11997.96;86.96
2021-06-28T00:00+02:00;6563.79;19669.15;12128.89;81.2
2021-06-28T01:00+02:00;6569.03;19384.98;12188.05;73.38
2021-06-28T02:00+02:00;6571.43;19540.75;12348.42;70.2
2021-06-28T03:00+02:00;6574.64;19589.65;12719.76;68.92
2021-06-28T04:00+02:00;6574.99;19998.58;12594.95;69.15
2021-06-28T05:00+02:00;6584.18;21156.36;12470.28;74
2021-06-28T06:00+02:00;6581.54;23268.3;13839.25;94.29
2021-06-28T07:00+02:00;6598.18;25211.11;17396.53;103.18
2021-06-28T08:00+02:00;6533.73;25878.44;22743.59;98.49
2021-06-28T09:00+02:00;6454.78;25945.62;29372.56;94.24
2021-06-28T10:00+02:00;6308.36;25637.02;34652.27;89.7
2021-06-28T11:00+02:00;6291.49;25196.14;38069.57;86.95
2021-06-28T12:00+02:00;6283.39;24581.16;39370.73;86.74
2021-06-28T13:00+02:00;6270.49;24492.73;38776.65;78.47
2021-06-28T14:00+02:00;6262.17;24558.16;36942.71;76.4
2021-06-28T15:00+02:00;6269.92;24311.39;34666.33;81.2
2021-06-28T16:00+02:00;6287.03;24760.12;31526.52;84.96
2021-06-28T17:00+02:00;6290.72;25986.26;27024.01;90.45
2021-06-28T18:00+02:00;6396.36;26362.08;21735.56;99.62
2021-06-28T19:00+02:00;6480.28;26433.8;17640.24;123.96
2021-06-28T20:00+02:00;6529.85;26495.96;15992.1;117.96
2021-06-28T21:00+02:00;6520.31;26239.02;16770.48;98.98
2021-06-28T22:00+02:00;6539.62;25655.86;18310.25;97.49
2021-06-28T23:00+02:00;6541.13;24552.23;18639.6;89.59
2021-06-29T00:00+02:00;6542.83;23225.99;18846.73;81.03
2021-06-29T01:00+02:00;6553.17;22705.29;18241.21;76.33
2021-06-29T02:00+02:00;6555.8;22027.02;18054.88;74.98
2021-06-29T03:00+02:00;6557.32;21431.41;18008.56;73.45
2021-06-29T04:00+02:00;6557.26;21831.17;17488.86;74.52
2021-06-29T05:00+02:00;6553.81;22414.02;18052.03;78.46
2021-06-29T06:00+02:00;6572.1;24298.7;19461.42;93.79
2021-06-29T07:00+02:00;6583.75;25671.88;20382.75;103.48
2021-06-29T08:00+02:00;6587.41;26321.12;21549.07;111.03
2021-06-29T09:00+02:00;6574.11;26568.2;25144.52;104.04
2021-06-29T10:00+02:00;6402;25700.04;30033.71;99.14
2021-06-29T11:00+02:00;6251.35;25375.19;34193;97.62
2021-06-29T12:00+02:00;6226.94;25278.78;35407;95.25
2021-06-29T13:00+02:00;6222.43;25032.52;36118.62;92.98
2021-06-29T14:00+02:00;6227.32;24801.18;34586.95;90.02
2021-06-29T15:00+02:00;6243.99;24959.4;30914.69;88.39
2021-06-29T16:00+02:00;6298.01;25404.91;27856.05;89
2021-06-29T17:00+02:00;6497.54;25849.17;24626.21;97.64
2021-06-29T18:00+02:00;6590.33;26274.55;21543.43;100.04
2021-06-29T19:00+02:00;6599.51;26010.07;18762.64;103.4
2021-06-29T20:00+02:00;6589.24;25795.84;16827.37;99.06
2021-06-29T21:00+02:00;6587.71;25968.66;15910.88;96.33
2021-06-29T22:00+02:00;6591.76;25495.14;15663.81;94.97
2021-06-29T23:00+02:00;6578.67;24267.44;15309.28;84.59
2021-06-30T00:00+02:00;6562.96;22797.5;15298.39;80.82
2021-06-30T01:00+02:00;6573.39;21812.52;14919.74;79.02
2021-06-30T02:00+02:00;6578.44;21460.95;14536.87;75.63
2021-06-30T03:00+02:00;6583.24;21418.23;14943.21;74.13
2021-06-30T04:00+02:00;6591.7;21251.03;15976.19;74.03
2021-06-30T05:00+02:00;6616.89;21848.56;17028.01;78.03
2021-06-30T06:00+02:00;6621.42;24796.53;18516;95.86
2021-06-30T07:00+02:00;6631.7;25722.41;19886.62;102.15
2021-06-30T08:00+02:00;6635.61;25801.82;22546.27;108
2021-06-30T09:00+02:00;6632.09;25630.07;25275.41;106.37
2021-06-30T10:00+02:00;6580.27;25622.41;28436.15;107.56
2021-06-30T11:00+02:00;6357.1;25543.55;30472.69;102.23
2021-06-30T12:00+02:00;6316.79;25074.65;31016.03;99
2021-06-30T13:00+02:00;6308.49;25067.85;31314.52;96.08
2021-06-30T14:00+02:00;6306.64;24453.84;31324.46;92.43
2021-06-30T15:00+02:00;6309.03;24444.26;31263.83;87.29
2021-06-30T16:00+02:00;6307.44;24443.23;29586.78;87.36
2021-06-30T17:00+02:00;6355.08;25019.35;26968.43;94.44
2021-06-30T18:00+02:00;6567.35;25360.24;23523.39;100.27
2021-06-30T19:00+02:00;6628.39;25311.97;20611.92;99.97
2021-06-30T20:00+02:00;6623.24;25286.57;18565.4;98.97
2021-06-30T21:00+02:00;6625.76;25005.42;17742.37;97.02
2021-06-30T22:00+02:00;6627.17;24231.27;17805.11;96.01
2021-06-30T23:00+02:00;6627.16;23461.13;18376.82;84.36
2021-07-01T00:00+02:00;6628.5;20766.91;19412.15;81.57
2021-07-01T01:00+02:00;6627.45;19027.13;20056.58;75.9
2021-07-01T02:00+02:00;6627.7;18403.83;20540.81;73.73
2021-07-01T03:00+02:00;6626.95;18728.58;20939.75;72.01
2021-07-01T04:00+02:00;6624.57;18644.92;21569.57;71.24
2021-07-01T05:00+02:00;6624.46;19619.19;23047.76;73.96
2021-07-01T06:00+02:00;6629.73;21522.61;24222.26;84.91
2021-07-01T07:00+02:00;6638.19;23136.96;25753.48;95.95
2021-07-01T08:00+02:00;6631.39;23606.13;26748.21;98.5
2021-07-01T09:00+02:00;6627.84;23816.26;27990.52;96.4
2021-07-01T10:00+02:00;6622;23750.14;29750.11;94.96
2021-07-01T11:00+02:00;6621.57;23909.23;31452.75;96.51
2021-07-01T12:00+02:00;6614.78;23773.14;32951.25;93.51
2021-07-01T13:00+02:00;6612.53;23834.56;33220.45;90.19
2021-07-01T14:00+02:00;6606.69;23730.05;32891.94;85.67
2021-07-01T15:00+02:00;6600.92;23799.86;31493.12;85
2021-07-01T16:00+02:00;6596.87;24109.82;29042.23;85.68
2021-07-01T17:00+02:00;6603.87;24416.55;25850.62;95.91
2021-07-01T18:00+02:00;6605.45;24924.19;22447.86;99.98
2021-07-01T19:00+02:00;6609.36;25038.22;19357.49;103.77
2021-07-01T20:00+02:00;6614.15;24868.92;16705.09;100.34
2021-07-01T21:00+02:00;6621.21;24567.24;15213.12;99.51
2021-07-01T22:00+02:00;6625.16;24059.29;14645.39;98.17
2021-07-01T23:00+02:00;6619.85;23375.1;14477.85;91.99
2021-07-02T00:00+02:00;6617.53;22372.83;14302.54;90.77
2021-07-02T01:00+02:00;6617.92;21881.04;14148.46;85.36
2021-07-02T02:00+02:00;6617.88;21619.98;14052.45;82.18
2021-07-02T03:00+02:00;6616.87;21503.03;13978.39;82.35
2021-07-02T04:00+02:00;6620.04;21493.66;14123.24;83.22
2021-07-02T05:00+02:00;6621.72;22450.36;14270.65;86.68
2021-07-02T06:00+02:00;6626.1;23718.39;15118.22;102
2021-07-02T07:00+02:00;6631.25;24475.12;17527.06;112
2021-07-02T08:00+02:00;6637;24814.16;21013.39;122.5
2021-07-02T09:00+02:00;6637.13;24844.54;25360.61;107.24
2021-07-02T10:00+02:00;6632.73;24452.77;28960.77;102.54
2021-07-02T11:00+02:00;6623.21;24027.14;31764.68;100
2021-07-02T12:00+02:00;6619.17;23671.94;34192.16;99.61
2021-07-02T13:00+02:00;6611.79;23274.89;36015.98;89.84
2021-07-02T14:00+02:00;6608.9;22603.34;36571.74;82.37
2021-07-02T15:00+02:00;6610.54;22291.16;35575.6;82.53
2021-07-02T16:00+02:00;6603.19;22337.79;33471.41;82.57
2021-07-02T17:00+02:00;6596.66;22873.14;29724.34;94.23
2021-07-02T18:00+02:00;6599.45;23265.83;24218.02;99.98
2021-07-02T19:00+02:00;6602.76;23614.54;18340.24;110
2021-07-02T20:00+02:00;6613.5;23837.27;14003.07;109.49
2021-07-02T21:00+02:00;6624.02;23641.26;12710.95;105.55
2021-07-02T22:00+02:00;6632.4;23414.54;12800.81;105.02
2021-07-02T23:00+02:00;6633.83;23136;12637.86;99.98
2021-07-03T00:00+02:00;6633.6;20675.76;12391.6;92.64
2021-07-03T01:00+02:00;6638.2;19785.14;12074.89;84.39
2021-07-03T02:00+02:00;6637.31;18987.54;11802.3;80.9
2021-07-03T03:00+02:00;6645.88;18415.87;11388.21;77.57
2021-07-03T04:00+02:00;6649.59;18403.3;10918.03;74.05
2021-07-03T05:00+02:00;6654.68;18641.84;10913.27;74.06
2021-07-03T06:00+02:00;6658.23;18703.97;12926.27;78.97
2021-07-03T07:00+02:00;6664.43;18823.79;17128.76;81.45
2021-07-03T08:00+02:00;6489.56;18652.37;23357.77;83.03
2021-07-03T09:00+02:00;6397.29;18450.14;30032.16;79.34
2021-07-03T10:00+02:00;6391.95;18603.05;35015.33;74.06
2021-07-03T11:00+02:00;6386.57;18618.17;37728.65;70
2021-07-03T12:00+02:00;6377.8;18066.98;39034.11;67.04
2021-07-03T13:00+02:00;6383.65;17649.92;39278.19;65
2021-07-03T14:00+02:00;6459.34;17854.51;37510.46;66.6
2021-07-03T15:00+02:00;6552.7;18281.64;34188.81;73
2021-07-03T16:00+02:00;6552.07;18706.13;29894.65;75.2
2021-07-03T17:00+02:00;6566.47;19939.65;24486.45;85.45
2021-07-03T18:00+02:00;6572.8;20873.88;18707.66;95.44
2021-07-03T19:00+02:00;6573.41;21219.55;13738.09;106.96
2021-07-03T20:00+02:00;6596.16;21248.17;10907.46;107.43
2021-07-03T21:00+02:00;6598.92;21274.07;9702.33;106.97
2021-07-03T22:00+02:00;6607.04;21226.43;9704.25;106.95
2021-07-03T23:00+02:00;6596.88;20813.58;10023.04;100
2021-07-04T00:00+02:00;6584.04;19842.16;10326.97;94.18
2021-07-04T01:00+02:00;6579.73;18954.13;10145.73;86.74
2021-07-04T02:00+02:00;6589.38;18343.35;9901.91;80.05
2021-07-04T03:00+02:00;6589.03;18218.09;9615.24;75.61
2021-07-04T04:00+02:00;6592.34;18533.86;9551.43;75.03
2021-07-04T05:00+02:00;6475.08;18765.59;10003.07;73.99
2021-07-04T06:00+02:00;6271.54;18790.97;11429.99;74.5
2021-07-04T07:00+02:00;6325.56;18871.02;14520.91;75.42
2021-07-04T08:00+02:00;6600.98;18604.35;18977.19;78.68
2021-07-04T09:00+02:00;6599.96;18176.49;24542.29;77.08
2021-07-04T10:00+02:00;6590.33;17757.93;28624.53;75.24
2021-07-04T11:00+02:00;6586.23;17415.22;31004.74;78.03
2021-07-04T12:00+02:00;6575.32;17567.94;31280.23;78.02
2021-07-04T13:00+02:00;6564.45;17035.97;31703.74;74
2021-07-04T14:00+02:00;6559.64;16515.16;30926.73;69.26
2021-07-04T15:00+02:00;6551.69;16321.27;29080.98;69.07
2021-07-04T16:00+02:00;6551.42;16809.88;26219.28;77.03
2021-07-04T17:00+02:00;6556.68;18252.62;22354.31;83.07
2021-07-04T18:00+02:00;6563.81;19597.29;18373.34;93.85
2021-07-04T19:00+02:00;6562.62;20456.55;16300.1;99.54
2021-07-04T20:00+02:00;6595.16;20926.22;14206.9;100
2021-07-04T21:00+02:00;6606.07;21156.73;13701.23;102.09
2021-07-04T22:00+02:00;6599.94;21463.57;14421.68;104.92
2021-07-04T23:00+02:00;6603.6;21107.44;15045.02;95.73
2021-07-05T00:00+02:00;6586.39;19796.76;15311.31;81.55
