;Electricity_Price_mean
472;0.271987737
473;0.271987737
474;0.271987737
475;0.271987737
476;0.271987737
477;0.271987737
478;0.271987737
479;0.271987737
480;0.271987737
481;0.271987737
482;0.271987737
483;0.271987737
484;0.271987737
485;0.271987737
486;0.271987737
487;0.271987737
488;0.271987737
489;0.271987737
490;0.271987737
491;0.271987737
492;0.271987737
493;0.271987737
494;0.271987737
495;0.271987737
496;0.271987737
497;0.271987737
498;0.271987737
499;0.271987737
500;0.271987737
501;0.271987737
502;0.271987737
503;0.271987737
504;0.271987737
505;0.271987737
506;0.271987737
507;0.271987737
508;0.271987737
509;0.271987737
510;0.271987737
511;0.271987737
512;0.271987737
513;0.271987737
514;0.271987737
515;0.271987737
516;0.271987737
517;0.271987737
518;0.271987737
519;0.271987737
520;0.271987737
521;0.271987737
522;0.271987737
523;0.271987737
524;0.271987737
525;0.271987737
526;0.271987737
527;0.271987737
528;0.271987737
529;0.271987737
530;0.271987737
531;0.271987737
532;0.271987737
533;0.271987737
534;0.271987737
535;0.271987737
536;0.271987737
537;0.271987737
538;0.271987737
539;0.271987737
540;0.271987737
541;0.271987737
542;0.271987737
543;0.271987737
544;0.271987737
545;0.271987737
546;0.271987737
547;0.271987737
548;0.271987737
549;0.271987737
550;0.271987737
551;0.271987737
552;0.271987737
553;0.271987737
554;0.271987737
555;0.271987737
556;0.271987737
557;0.271987737
558;0.271987737
559;0.271987737
560;0.271987737
561;0.271987737
562;0.271987737
563;0.271987737
564;0.271987737
565;0.271987737
566;0.271987737
567;0.271987737
568;0.271987737
569;0.271987737
570;0.271987737
571;0.271987737
572;0.271987737
573;0.271987737
574;0.271987737
575;0.271987737
576;0.271987737
577;0.271987737
578;0.271987737
579;0.271987737
580;0.271987737
581;0.271987737
582;0.271987737
583;0.271987737
584;0.271987737
585;0.271987737
586;0.271987737
587;0.271987737
588;0.271987737
589;0.271987737
590;0.271987737
591;0.271987737
592;0.271987737
593;0.271987737
594;0.271987737
595;0.271987737
596;0.271987737
597;0.271987737
598;0.271987737
599;0.271987737
600;0.271987737
601;0.271987737
602;0.271987737
603;0.271987737
604;0.271987737
605;0.271987737
606;0.271987737
607;0.271987737
608;0.271987737
609;0.271987737
610;0.271987737
611;0.271987737
612;0.271987737
613;0.271987737
614;0.271987737
615;0.271987737
616;0.271987737
617;0.271987737
618;0.271987737
619;0.271987737
620;0.271987737
621;0.271987737
622;0.271987737
623;0.271987737
624;0.271987737
625;0.271987737
626;0.271987737
627;0.271987737
628;0.271987737
629;0.271987737
630;0.271987737
631;0.271987737
632;0.271987737
633;0.271987737
634;0.271987737
635;0.271987737
636;0.271987737
637;0.271987737
638;0.271987737
639;0.271987737
640;0.271987737
641;0.271987737
642;0.271987737
643;0.271987737
644;0.271987737
645;0.271987737
646;0.271987737
647;0.271987737
648;0.271987737
649;0.271987737
650;0.271987737
651;0.271987737
652;0.271987737
653;0.271987737
654;0.271987737
655;0.271987737
656;0.271987737
657;0.271987737
658;0.271987737
659;0.271987737
660;0.271987737
661;0.271987737
662;0.271987737
663;0.271987737
664;0.271987737
665;0.271987737
666;0.271987737
667;0.271987737
668;0.271987737
669;0.271987737
670;0.271987737
671;0.271987737
672;0.271987737
673;0.271987737
674;0.271987737
675;0.271987737
676;0.271987737
677;0.271987737
678;0.271987737
679;0.271987737
680;0.271987737
681;0.271987737
682;0.271987737
683;0.271987737
684;0.271987737
685;0.271987737
686;0.271987737
687;0.271987737
688;0.271987737
689;0.271987737
690;0.271987737
691;0.271987737
692;0.271987737
693;0.271987737
694;0.271987737
695;0.271987737
696;0.271987737
697;0.271987737
698;0.271987737
699;0.271987737
700;0.271987737
701;0.271987737
702;0.271987737
703;0.271987737
704;0.271987737
705;0.271987737
706;0.271987737
707;0.271987737
708;0.271987737
709;0.271987737
710;0.271987737
711;0.271987737
712;0.271987737
713;0.271987737
714;0.271987737
715;0.271987737
716;0.271987737
717;0.271987737
718;0.271987737
719;0.271987737
720;0.271987737
721;0.271987737
722;0.271987737
723;0.271987737
724;0.271987737
725;0.271987737
726;0.271987737
727;0.271987737
728;0.271987737
729;0.271987737
730;0.271987737
731;0.271987737
732;0.271987737
733;0.271987737
734;0.271987737
735;0.271987737
736;0.271987737
737;0.271987737
738;0.271987737
739;0.271987737
740;0.271987737
741;0.271987737
742;0.271987737
743;0.271987737
744;0.271987737
745;0.271987737
746;0.271987737
747;0.271987737
748;0.271987737
749;0.271987737
750;0.271987737
751;0.271987737
752;0.271987737
753;0.271987737
754;0.271987737
755;0.271987737
756;0.271987737
757;0.271987737
758;0.271987737
759;0.271987737
760;0.271987737
761;0.271987737
762;0.271987737
763;0.271987737
764;0.271987737
765;0.271987737
766;0.271987737
767;0.271987737
768;0.271987737
769;0.271987737
770;0.271987737
771;0.271987737
772;0.271987737
773;0.271987737
774;0.271987737
775;0.271987737
776;0.271987737
777;0.271987737
778;0.271987737
779;0.271987737
780;0.271987737
781;0.271987737
782;0.271987737
783;0.271987737
784;0.271987737
785;0.271987737
786;0.271987737
787;0.271987737
788;0.271987737
789;0.271987737
790;0.271987737
791;0.271987737
792;0.271987737
793;0.271987737
794;0.271987737
795;0.271987737
796;0.271987737
797;0.271987737
798;0.271987737
799;0.271987737
800;0.271987737
801;0.271987737
802;0.271987737
803;0.271987737
804;0.271987737
805;0.271987737
806;0.271987737
807;0.271987737
808;0.271987737
809;0.271987737
810;0.271987737
811;0.271987737
812;0.271987737
813;0.271987737
814;0.271987737
815;0.271987737
816;0.271987737
817;0.271987737
818;0.271987737
819;0.271987737
820;0.271987737
821;0.271987737
822;0.271987737
823;0.271987737
824;0.271987737
825;0.271987737
826;0.271987737
827;0.271987737
828;0.271987737
829;0.271987737
830;0.271987737
831;0.271987737
832;0.271987737
833;0.271987737
834;0.271987737
835;0.271987737
836;0.271987737
837;0.271987737
838;0.271987737
839;0.271987737
840;0.271987737
841;0.271987737
842;0.271987737
843;0.271987737
844;0.271987737
845;0.271987737
846;0.271987737
847;0.271987737
848;0.271987737
849;0.271987737
850;0.271987737
851;0.271987737
852;0.271987737
853;0.271987737
854;0.271987737
855;0.271987737
856;0.271987737
857;0.271987737
858;0.271987737
859;0.271987737
860;0.271987737
861;0.271987737
862;0.271987737
863;0.271987737
864;0.271987737
865;0.271987737
866;0.271987737
867;0.271987737
868;0.271987737
869;0.271987737
870;0.271987737
871;0.271987737
872;0.271987737
873;0.271987737
874;0.271987737
875;0.271987737
876;0.271987737
877;0.271987737
878;0.271987737
879;0.271987737
880;0.271987737
881;0.271987737
882;0.271987737
883;0.271987737
884;0.271987737
885;0.271987737
886;0.271987737
887;0.271987737
888;0.271987737
889;0.271987737
890;0.271987737
891;0.271987737
892;0.271987737
893;0.271987737
894;0.271987737
895;0.271987737
896;0.271987737
897;0.271987737
898;0.271987737
899;0.271987737
900;0.271987737
901;0.271987737
902;0.271987737
903;0.271987737
904;0.271987737
905;0.271987737
906;0.271987737
907;0.271987737
908;0.271987737
909;0.271987737
910;0.271987737
911;0.271987737
912;0.271987737
913;0.271987737
914;0.271987737
915;0.271987737
916;0.271987737
917;0.271987737
918;0.271987737
919;0.271987737
920;0.271987737
921;0.271987737
922;0.271987737
923;0.271987737
924;0.271987737
925;0.271987737
926;0.271987737
927;0.271987737
928;0.271987737
929;0.271987737
930;0.271987737
931;0.271987737
932;0.271987737
933;0.271987737
934;0.271987737
935;0.271987737
936;0.271987737
937;0.271987737
938;0.271987737
939;0.271987737
940;0.271987737
941;0.271987737
942;0.271987737
943;0.271987737
944;0.271987737
945;0.271987737
946;0.271987737
947;0.271987737
948;0.271987737
949;0.271987737
950;0.271987737
951;0.271987737
952;0.271987737
953;0.271987737
954;0.271987737
955;0.271987737
956;0.271987737
957;0.271987737
958;0.271987737
959;0.271987737
960;0.271987737
961;0.271987737
962;0.271987737
963;0.271987737
964;0.271987737
965;0.271987737
966;0.271987737
967;0.271987737
968;0.271987737
969;0.271987737
970;0.271987737
971;0.271987737
972;0.271987737
973;0.271987737
974;0.271987737
975;0.271987737
976;0.271987737
977;0.271987737
978;0.271987737
979;0.271987737
980;0.271987737
981;0.271987737
982;0.271987737
983;0.271987737
984;0.271987737
985;0.271987737
986;0.271987737
987;0.271987737
988;0.271987737
989;0.271987737
990;0.271987737
991;0.271987737
992;0.271987737
993;0.271987737
994;0.271987737
995;0.271987737
996;0.271987737
997;0.271987737
998;0.271987737
999;0.271987737
1000;0.271987737
1001;0.271987737
1002;0.271987737
1003;0.271987737
1004;0.271987737
1005;0.271987737
1006;0.271987737
1007;0.271987737
1008;0.271987737
1009;0.271987737
1010;0.271987737
1011;0.271987737
1012;0.271987737
1013;0.271987737
1014;0.271987737
1015;0.271987737
1016;0.271987737
1017;0.271987737
1018;0.271987737
1019;0.271987737
1020;0.271987737
1021;0.271987737
1022;0.271987737
1023;0.271987737
1024;0.271987737
1025;0.271987737
1026;0.271987737
1027;0.271987737
1028;0.271987737
1029;0.271987737
1030;0.271987737
1031;0.271987737
1032;0.271987737
1033;0.271987737
1034;0.271987737
1035;0.271987737
1036;0.271987737
1037;0.271987737
1038;0.271987737
1039;0.271987737
1040;0.271987737
1041;0.271987737
1042;0.271987737
1043;0.271987737
1044;0.271987737
1045;0.271987737
1046;0.271987737
1047;0.271987737
1048;0.271987737
1049;0.271987737
1050;0.271987737
1051;0.271987737
1052;0.271987737
1053;0.271987737
1054;0.271987737
1055;0.271987737
1056;0.271987737
1057;0.271987737
1058;0.271987737
1059;0.271987737
1060;0.271987737
1061;0.271987737
1062;0.271987737
1063;0.271987737
1064;0.271987737
1065;0.271987737
1066;0.271987737
1067;0.271987737
1068;0.271987737
1069;0.271987737
1070;0.271987737
1071;0.271987737
1072;0.271987737
1073;0.271987737
1074;0.271987737
1075;0.271987737
1076;0.271987737
1077;0.271987737
1078;0.271987737
1079;0.271987737
1080;0.271987737
1081;0.271987737
1082;0.271987737
1083;0.271987737
1084;0.271987737
1085;0.271987737
1086;0.271987737
1087;0.271987737
1088;0.271987737
1089;0.271987737
1090;0.271987737
1091;0.271987737
1092;0.271987737
1093;0.271987737
1094;0.271987737
1095;0.271987737
1096;0.271987737
1097;0.271987737
1098;0.271987737
1099;0.271987737
1100;0.271987737
1101;0.271987737
1102;0.271987737
1103;0.271987737
1104;0.271987737
1105;0.271987737
1106;0.271987737
1107;0.271987737
1108;0.271987737
1109;0.271987737
1110;0.271987737
1111;0.271987737
1112;0.271987737
1113;0.271987737
1114;0.271987737
1115;0.271987737
1116;0.271987737
1117;0.271987737
1118;0.271987737
1119;0.271987737
1120;0.271987737
1121;0.271987737
1122;0.271987737
1123;0.271987737
1124;0.271987737
1125;0.271987737
1126;0.271987737
1127;0.271987737
1128;0.271987737
1129;0.271987737
1130;0.271987737
1131;0.271987737
1132;0.271987737
1133;0.271987737
1134;0.271987737
1135;0.271987737
1136;0.271987737
1137;0.271987737
1138;0.271987737
1139;0.271987737
1140;0.271987737
1141;0.271987737
1142;0.271987737
1143;0.271987737
1144;0.271987737
1145;0.271987737
1146;0.271987737
1147;0.271987737
1148;0.271987737
1149;0.271987737
1150;0.271987737
1151;0.271987737
1152;0.271987737
1153;0.271987737
1154;0.271987737
1155;0.271987737
1156;0.271987737
1157;0.271987737
1158;0.271987737
1159;0.271987737
1160;0.271987737
1161;0.271987737
1162;0.271987737
1163;0.271987737
1164;0.271987737
1165;0.271987737
1166;0.271987737
1167;0.271987737
1168;0.271987737
1169;0.271987737
1170;0.271987737
1171;0.271987737
1172;0.271987737
1173;0.271987737
1174;0.271987737
1175;0.271987737
1176;0.271987737
1177;0.271987737
1178;0.271987737
1179;0.271987737
1180;0.271987737
1181;0.271987737
1182;0.271987737
1183;0.271987737
1184;0.271987737
1185;0.271987737
1186;0.271987737
1187;0.271987737
1188;0.271987737
1189;0.271987737
1190;0.271987737
1191;0.271987737
1192;0.271987737
1193;0.271987737
1194;0.271987737
1195;0.271987737
1196;0.271987737
1197;0.271987737
1198;0.271987737
1199;0.271987737
1200;0.271987737
1201;0.271987737
1202;0.271987737
1203;0.271987737
1204;0.271987737
1205;0.271987737
1206;0.271987737
1207;0.271987737
1208;0.271987737
1209;0.271987737
1210;0.271987737
1211;0.271987737
1212;0.271987737
1213;0.271987737
1214;0.271987737
1215;0.271987737
1216;0.271987737
1217;0.271987737
1218;0.271987737
1219;0.271987737
1220;0.271987737
1221;0.271987737
1222;0.271987737
1223;0.271987737
1224;0.271987737
1225;0.271987737
1226;0.271987737
1227;0.271987737
1228;0.271987737
1229;0.271987737
1230;0.271987737
1231;0.271987737
1232;0.271987737
1233;0.271987737
1234;0.271987737
1235;0.271987737
1236;0.271987737
1237;0.271987737
1238;0.271987737
1239;0.271987737
1240;0.271987737
1241;0.271987737
1242;0.271987737
1243;0.271987737
1244;0.271987737
1245;0.271987737
1246;0.271987737
1247;0.271987737
1248;0.271987737
1249;0.271987737
1250;0.271987737
1251;0.271987737
1252;0.271987737
1253;0.271987737
1254;0.271987737
1255;0.271987737
1256;0.271987737
1257;0.271987737
1258;0.271987737
1259;0.271987737
1260;0.271987737
1261;0.271987737
1262;0.271987737
1263;0.271987737
1264;0.271987737
1265;0.271987737
1266;0.271987737
1267;0.271987737
1268;0.271987737
1269;0.271987737
1270;0.271987737
1271;0.271987737
1272;0.271987737
1273;0.271987737
1274;0.271987737
1275;0.271987737
1276;0.271987737
1277;0.271987737
1278;0.271987737
1279;0.271987737
1280;0.271987737
1281;0.271987737
1282;0.271987737
1283;0.271987737
1284;0.271987737
1285;0.271987737
1286;0.271987737
1287;0.271987737
1288;0.271987737
1289;0.271987737
1290;0.271987737
1291;0.271987737
1292;0.271987737
1293;0.271987737
1294;0.271987737
1295;0.271987737
1296;0.271987737
1297;0.271987737
1298;0.271987737
1299;0.271987737
1300;0.271987737
1301;0.271987737
1302;0.271987737
1303;0.271987737
1304;0.271987737
1305;0.271987737
1306;0.271987737
1307;0.271987737
1308;0.271987737
1309;0.271987737
1310;0.271987737
1311;0.271987737
1312;0.271987737
1313;0.271987737
1314;0.271987737
1315;0.271987737
1316;0.271987737
1317;0.271987737
1318;0.271987737
1319;0.271987737
1320;0.271987737
1321;0.271987737
1322;0.271987737
1323;0.271987737
1324;0.271987737
1325;0.271987737
1326;0.271987737
1327;0.271987737
1328;0.271987737
1329;0.271987737
1330;0.271987737
1331;0.271987737
1332;0.271987737
1333;0.271987737
1334;0.271987737
1335;0.271987737
1336;0.271987737
1337;0.271987737
1338;0.271987737
1339;0.271987737
1340;0.271987737
1341;0.271987737
1342;0.271987737
1343;0.271987737
1344;0.271987737
1345;0.271987737
1346;0.271987737
1347;0.271987737
1348;0.271987737
1349;0.271987737
1350;0.271987737
1351;0.271987737
1352;0.271987737
1353;0.271987737
1354;0.271987737
1355;0.271987737
1356;0.271987737
1357;0.271987737
1358;0.271987737
1359;0.271987737
1360;0.271987737
1361;0.271987737
1362;0.271987737
1363;0.271987737
1364;0.271987737
1365;0.271987737
1366;0.271987737
1367;0.271987737
1368;0.271987737
1369;0.271987737
1370;0.271987737
1371;0.271987737
1372;0.271987737
1373;0.271987737
1374;0.271987737
1375;0.271987737
1376;0.271987737
1377;0.271987737
1378;0.271987737
1379;0.271987737
1380;0.271987737
1381;0.271987737
1382;0.271987737
1383;0.271987737
1384;0.271987737
1385;0.271987737
1386;0.271987737
1387;0.271987737
1388;0.271987737
1389;0.271987737
1390;0.271987737
1391;0.271987737
1392;0.271987737
1393;0.271987737
1394;0.271987737
1395;0.271987737
1396;0.271987737
1397;0.271987737
1398;0.271987737
1399;0.271987737
1400;0.271987737
1401;0.271987737
1402;0.271987737
1403;0.271987737
1404;0.271987737
1405;0.271987737
1406;0.271987737
1407;0.271987737
1408;0.271987737
1409;0.271987737
1410;0.271987737
1411;0.271987737
1412;0.271987737
1413;0.271987737
1414;0.271987737
1415;0.271987737
1416;0.271987737
1417;0.271987737
1418;0.271987737
1419;0.271987737
1420;0.271987737
1421;0.271987737
1422;0.271987737
1423;0.271987737
1424;0.271987737
1425;0.271987737
1426;0.271987737
1427;0.271987737
1428;0.271987737
1429;0.271987737
1430;0.271987737
1431;0.271987737
1432;0.271987737
1433;0.271987737
1434;0.271987737
1435;0.271987737
1436;0.271987737
1437;0.271987737
1438;0.271987737
1439;0.271987737
1440;0.271987737
1441;0.271987737
1442;0.271987737
1443;0.271987737
1444;0.271987737
1445;0.271987737
1446;0.271987737
1447;0.271987737
1448;0.271987737
1449;0.271987737
1450;0.271987737
1451;0.271987737
1452;0.271987737
1453;0.271987737
1454;0.271987737
1455;0.271987737
1456;0.271987737
1457;0.271987737
1458;0.271987737
1459;0.271987737
1460;0.271987737
1461;0.271987737
1462;0.271987737
1463;0.271987737
1464;0.271987737
1465;0.271987737
1466;0.271987737
1467;0.271987737
1468;0.271987737
1469;0.271987737
1470;0.271987737
1471;0.271987737
1472;0.271987737
1473;0.271987737
1474;0.271987737
1475;0.271987737
1476;0.271987737
1477;0.271987737
1478;0.271987737
1479;0.271987737
1480;0.271987737
1481;0.271987737
1482;0.271987737
1483;0.271987737
1484;0.271987737
1485;0.271987737
1486;0.271987737
1487;0.271987737
1488;0.271987737
1489;0.271987737
1490;0.271987737
1491;0.271987737
1492;0.271987737
1493;0.271987737
1494;0.271987737
1495;0.271987737
1496;0.271987737
1497;0.271987737
1498;0.271987737
1499;0.271987737
1500;0.271987737
1501;0.271987737
1502;0.271987737
1503;0.271987737
1504;0.271987737
1505;0.271987737
1506;0.271987737
1507;0.271987737
1508;0.271987737
1509;0.271987737
1510;0.271987737
1511;0.271987737
1512;0.271987737
1513;0.271987737
1514;0.271987737
1515;0.271987737
1516;0.271987737
1517;0.271987737
1518;0.271987737
1519;0.271987737
1520;0.271987737
1521;0.271987737
1522;0.271987737
1523;0.271987737
1524;0.271987737
1525;0.271987737
1526;0.271987737
1527;0.271987737
1528;0.271987737
1529;0.271987737
1530;0.271987737
1531;0.271987737
1532;0.271987737
1533;0.271987737
1534;0.271987737
1535;0.271987737
1536;0.271987737
1537;0.271987737
1538;0.271987737
1539;0.271987737
1540;0.271987737
1541;0.271987737
1542;0.271987737
1543;0.271987737
1544;0.271987737
1545;0.271987737
1546;0.271987737
1547;0.271987737
1548;0.271987737
1549;0.271987737
1550;0.271987737
1551;0.271987737
1552;0.271987737
1553;0.271987737
1554;0.271987737
1555;0.271987737
1556;0.271987737
1557;0.271987737
1558;0.271987737
1559;0.271987737
1560;0.271987737
1561;0.271987737
1562;0.271987737
1563;0.271987737
1564;0.271987737
1565;0.271987737
1566;0.271987737
1567;0.271987737
1568;0.271987737
1569;0.271987737
1570;0.271987737
1571;0.271987737
1572;0.271987737
1573;0.271987737
1574;0.271987737
1575;0.271987737
1576;0.271987737
1577;0.271987737
1578;0.271987737
1579;0.271987737
1580;0.271987737
1581;0.271987737
1582;0.271987737
1583;0.271987737
1584;0.271987737
1585;0.271987737
1586;0.271987737
1587;0.271987737
1588;0.271987737
1589;0.271987737
1590;0.271987737
1591;0.271987737
1592;0.271987737
1593;0.271987737
1594;0.271987737
1595;0.271987737
1596;0.271987737
1597;0.271987737
1598;0.271987737
1599;0.271987737
1600;0.271987737
1601;0.271987737
1602;0.271987737
1603;0.271987737
1604;0.271987737
1605;0.271987737
1606;0.271987737
1607;0.271987737
1608;0.271987737
1609;0.271987737
1610;0.271987737
1611;0.271987737
1612;0.271987737
1613;0.271987737
1614;0.271987737
1615;0.271987737
1616;0.271987737
1617;0.271987737
1618;0.271987737
1619;0.271987737
1620;0.271987737
1621;0.271987737
1622;0.271987737
1623;0.271987737
1624;0.271987737
1625;0.271987737
1626;0.271987737
1627;0.271987737
1628;0.271987737
1629;0.271987737
1630;0.271987737
1631;0.271987737
1632;0.271987737
1633;0.271987737
1634;0.271987737
1635;0.271987737
1636;0.271987737
1637;0.271987737
1638;0.271987737
1639;0.271987737
1640;0.271987737
1641;0.271987737
1642;0.271987737
1643;0.271987737
1644;0.271987737
1645;0.271987737
1646;0.271987737
1647;0.271987737
1648;0.271987737
1649;0.271987737
1650;0.271987737
1651;0.271987737
1652;0.271987737
1653;0.271987737
1654;0.271987737
1655;0.271987737
1656;0.271987737
1657;0.271987737
1658;0.271987737
1659;0.271987737
1660;0.271987737
1661;0.271987737
