;Washing_Machine;Wash_Dryer;Dish_Washer;EV;Electric_Water_Heater;Washing_Machine_2;Best_Reward;evaluate_policy_results
0;9.883333333333333;8.933333333333334;12.683333333333334;8.916666666666666;12.833333333333334;6.666666666666667;4.349931802113088;(4.349931716918945, 0.0)
