;Washing_Machine;Wash_Dryer;Dish_Washer;EV;Electric_Water_Heater;Washing_Machine_2;Best_Reward;evaluate_policy_results
0;11.183333333333334;7.016666666666667;11.633333333333333;11.233333333333333;14.233333333333333;15.483333333333333;1.9476073363761948;(1.9476072788238525, 0.0)
