;Washing_Machine;Cloth_Dryer;Dish_Washer;EV;Electric_Water_Heater;Best_Reward;evaluate_policy_results
0;15.833333333333334;7.833333333333333;10.016666666666667;9.2;13.333333333333334;1.9234010106919552;(1.9234009981155396, 0.0)
