;Electricity_Price_EUR_Wh;Feed_in_Tariff_EUR_Wh;PV_Power_W
0;0.00027198773700000005;8.160000000000003e-05;-0.17321805265449994
1;0.00027198773700000005;8.160000000000003e-05;0.01391424634
2;0.00027198773700000005;8.160000000000003e-05;0.008427584298333334
3;0.00027198773700000005;8.160000000000003e-05;-0.0006448636133333333
4;0.00027198773700000005;8.160000000000003e-05;0.004310602065999999
5;0.00027198773700000005;8.160000000000003e-05;0.0032676764249166663
6;0.00027198773700000005;8.160000000000003e-05;0.0017711330881666667
7;0.00027198773700000005;8.160000000000003e-05;0.0007486131708333327
8;0.00027198773700000005;8.160000000000003e-05;0.0011152795225
9;0.00027198773700000005;8.160000000000003e-05;-0.0034240758538333334
10;0.00027198773700000005;8.160000000000003e-05;-0.001289696153333334
11;0.00027198773700000005;8.160000000000003e-05;0.005368457870166666
12;0.00027198773700000005;8.160000000000003e-05;0.001312148049999999
13;0.00027198773700000005;8.160000000000003e-05;0.004729804301666666
14;0.00027198773700000005;8.160000000000003e-05;0.002484943834999999
15;0.00027198773700000005;8.160000000000003e-05;0.0007286203145000007
16;0.00027198773700000005;8.160000000000003e-05;-0.0030547900884333335
17;0.00027198773700000005;8.160000000000003e-05;-0.005216097161333334
18;0.00027198773700000005;8.160000000000003e-05;-0.0004452034399999999
19;0.00027198773700000005;8.160000000000003e-05;-0.0012198542077499993
20;0.00027198773700000005;8.160000000000003e-05;0.0014232061571666662
21;0.00027198773700000005;8.160000000000003e-05;-0.0038081837158333324
22;0.00027198773700000005;8.160000000000003e-05;0.007893603268166665
23;0.00027198773700000005;8.160000000000003e-05;-0.001832632673333333
24;0.00027198773700000005;8.160000000000003e-05;-0.0066703667375
25;0.00027198773700000005;8.160000000000003e-05;0.00040157037999999996
26;0.00027198773700000005;8.160000000000003e-05;0.004104143005
27;0.00027198773700000005;8.160000000000003e-05;-0.003318627600333333
28;0.00027198773700000005;8.160000000000003e-05;0.0021591555676666653
29;0.00027198773700000005;8.160000000000003e-05;-0.0034197162763333335
30;0.00027198773700000005;8.160000000000003e-05;-0.008749147771666665
31;0.00027198773700000005;8.160000000000003e-05;0.007749658823333333
32;0.00027198773700000005;8.160000000000003e-05;0.007905811716666666
33;0.00027198773700000005;8.160000000000003e-05;0.011723296975
34;0.00027198773700000005;8.160000000000003e-05;0.0019792185049999993
35;0.00027198773700000005;8.160000000000003e-05;0.0001747259871666671
36;0.00027198773700000005;8.160000000000003e-05;-0.00038310695
37;0.00027198773700000005;8.160000000000003e-05;0.011866927617666667
38;0.00027198773700000005;8.160000000000003e-05;-0.003456442591666667
39;0.00027198773700000005;8.160000000000003e-05;0.008384711016666666
40;0.00027198773700000005;8.160000000000003e-05;0.009233704478783333
41;0.00027198773700000005;8.160000000000003e-05;0.010164690948333333
42;0.00027198773700000005;8.160000000000003e-05;0.010475659541666665
43;0.00027198773700000005;8.160000000000003e-05;0.0052317418166666655
44;0.00027198773700000005;8.160000000000003e-05;0.017650148283333333
45;0.00027198773700000005;8.160000000000003e-05;0.006582837945
46;0.00027198773700000005;8.160000000000003e-05;0.0123102543387
47;0.00027198773700000005;8.160000000000003e-05;0.008516207154833333
48;0.00027198773700000005;8.160000000000003e-05;0.010904109312999998
49;0.00027198773700000005;8.160000000000003e-05;0.01761151447666667
50;0.00027198773700000005;8.160000000000003e-05;0.009506684954166667
51;0.00027198773700000005;8.160000000000003e-05;0.009823955978333333
52;0.00027198773700000005;8.160000000000003e-05;0.012552998522333334
53;0.00027198773700000005;8.160000000000003e-05;0.016521623896666667
54;0.00027198773700000005;8.160000000000003e-05;0.011032696803333332
55;0.00027198773700000005;8.160000000000003e-05;0.022084293905066662
56;0.00027198773700000005;8.160000000000003e-05;0.016569426945
57;0.00027198773700000005;8.160000000000003e-05;0.011294364371666666
58;0.00027198773700000005;8.160000000000003e-05;0.013927668265999999
59;0.00027198773700000005;8.160000000000003e-05;0.0166337148305
60;0.000267316775;8.160000000000003e-05;0.008980824362666668
61;0.000267316775;8.160000000000003e-05;0.011983103918333333
62;0.000267316775;8.160000000000003e-05;0.020436494269000002
63;0.000267316775;8.160000000000003e-05;0.023222498953333337
64;0.000267316775;8.160000000000003e-05;0.021294247770000004
65;0.000267316775;8.160000000000003e-05;0.028249699241666665
66;0.000267316775;8.160000000000003e-05;0.02008417930733333
67;0.000267316775;8.160000000000003e-05;0.015829420375833337
68;0.000267316775;8.160000000000003e-05;0.022109205657500002
69;0.000267316775;8.160000000000003e-05;0.019054876135
70;0.000267316775;8.160000000000003e-05;0.020686771468333334
71;0.000267316775;8.160000000000003e-05;0.025351943718333332
72;0.000267316775;8.160000000000003e-05;0.03777348739999999
73;0.000267316775;8.160000000000003e-05;0.029287994239
74;0.000267316775;8.160000000000003e-05;0.033426032388
75;0.000267316775;8.160000000000003e-05;0.032881100455166665
76;0.000267316775;8.160000000000003e-05;0.023293671253833338
77;0.000267316775;8.160000000000003e-05;0.02745321551833333
78;0.000267316775;8.160000000000003e-05;0.028453107333733334
79;0.000267316775;8.160000000000003e-05;0.024353440403333336
80;0.000267316775;8.160000000000003e-05;0.028278299248333336
81;0.000267316775;8.160000000000003e-05;0.03443045286433333
82;0.000267316775;8.160000000000003e-05;0.04849898478166667
83;0.000267316775;8.160000000000003e-05;0.030122458083900003
84;0.000267316775;8.160000000000003e-05;0.04589650457666668
85;0.000267316775;8.160000000000003e-05;0.05024089237666666
86;0.000267316775;8.160000000000003e-05;0.048643200080000004
87;0.000267316775;8.160000000000003e-05;0.03997801235008334
88;0.000267316775;8.160000000000003e-05;0.038016372597666666
89;0.000267316775;8.160000000000003e-05;0.04329311332266667
90;0.000267316775;8.160000000000003e-05;0.04291215256166667
91;0.000267316775;8.160000000000003e-05;0.05146274489483334
92;0.000267316775;8.160000000000003e-05;0.05726997866333334
93;0.000267316775;8.160000000000003e-05;0.05352242113666667
94;0.000267316775;8.160000000000003e-05;0.05569693868399999
95;0.000267316775;8.160000000000003e-05;0.055368138983333336
96;0.000267316775;8.160000000000003e-05;0.0525711535
97;0.000267316775;8.160000000000003e-05;0.06208409517999999
98;0.000267316775;8.160000000000003e-05;0.062433327984999995
99;0.000267316775;8.160000000000003e-05;0.052536594815
100;0.000267316775;8.160000000000003e-05;0.05613697656499999
101;0.000267316775;8.160000000000003e-05;0.05302687198666667
102;0.000267316775;8.160000000000003e-05;0.06542126706666666
103;0.000267316775;8.160000000000003e-05;0.07532516765349999
104;0.000267316775;8.160000000000003e-05;0.07450774764833334
105;0.000267316775;8.160000000000003e-05;0.07546693373333331
106;0.000267316775;8.160000000000003e-05;0.06956537665333332
107;0.000267316775;8.160000000000003e-05;0.07295922801666667
108;0.000267316775;8.160000000000003e-05;0.06819543850666666
109;0.000267316775;8.160000000000003e-05;0.07549832757333334
110;0.000267316775;8.160000000000003e-05;0.07529985601283332
111;0.000267316775;8.160000000000003e-05;0.07366394268333334
112;0.000267316775;8.160000000000003e-05;0.07631367069999999
113;0.000267316775;8.160000000000003e-05;0.09980376558333331
114;0.000267316775;8.160000000000003e-05;0.09265031045166669
115;0.000267316775;8.160000000000003e-05;0.08890275249166665
116;0.000267316775;8.160000000000003e-05;0.09214812178333333
117;0.000267316775;8.160000000000003e-05;0.08693787916666666
118;0.000267316775;8.160000000000003e-05;0.08027859678333331
119;0.000267316775;8.160000000000003e-05;0.09390164668333334
120;0.0002644284650000001;8.160000000000003e-05;0.09072981784999999
121;0.0002644284650000001;8.160000000000003e-05;0.08672182479333333
122;0.0002644284650000001;8.160000000000003e-05;0.09467498748333333
123;0.0002644284650000001;8.160000000000003e-05;0.10865507754999999
124;0.0002644284650000001;8.160000000000003e-05;0.10286760171666666
125;0.0002644284650000001;8.160000000000003e-05;0.11083470926666666
126;0.0002644284650000001;8.160000000000003e-05;0.11303221783333335
127;0.0002644284650000001;8.160000000000003e-05;0.11086308648333333
128;0.0002644284650000001;8.160000000000003e-05;0.10780096768333335
129;0.0002644284650000001;8.160000000000003e-05;0.11894789855
130;0.0002644284650000001;8.160000000000003e-05;0.11313125066666664
131;0.0002644284650000001;8.160000000000003e-05;0.11374623051666669
132;0.0002644284650000001;8.160000000000003e-05;0.11078468616666665
133;0.0002644284650000001;8.160000000000003e-05;0.12378184146666668
134;0.0002644284650000001;8.160000000000003e-05;0.14075372450000004
135;0.0002644284650000001;8.160000000000003e-05;0.13508126038333332
136;0.0002644284650000001;8.160000000000003e-05;0.13683373940000002
137;0.0002644284650000001;8.160000000000003e-05;0.13623400810000003
138;0.0002644284650000001;8.160000000000003e-05;0.13662459816666667
139;0.0002644284650000001;8.160000000000003e-05;0.13547828885
140;0.0002644284650000001;8.160000000000003e-05;0.13560086765
141;0.0002644284650000001;8.160000000000003e-05;0.13841265485
142;0.0002644284650000001;8.160000000000003e-05;0.13807070923333334
143;0.0002644284650000001;8.160000000000003e-05;0.14819106936666668
144;0.0002644284650000001;8.160000000000003e-05;0.1687713546666667
145;0.0002644284650000001;8.160000000000003e-05;0.1664434318333333
146;0.0002644284650000001;8.160000000000003e-05;0.16541175488333332
147;0.0002644284650000001;8.160000000000003e-05;0.16728829674999995
148;0.0002644284650000001;8.160000000000003e-05;0.16217864601666668
149;0.0002644284650000001;8.160000000000003e-05;0.1630857791666667
150;0.0002644284650000001;8.160000000000003e-05;0.15850346615000002
151;0.0002644284650000001;8.160000000000003e-05;0.15843221175000002
152;0.0002644284650000001;8.160000000000003e-05;0.1597468078333333
153;0.0002644284650000001;8.160000000000003e-05;0.17430072875000002
154;0.0002644284650000001;8.160000000000003e-05;0.20475875789999998
155;0.0002644284650000001;8.160000000000003e-05;0.19256026016666666
156;0.0002644284650000001;8.160000000000003e-05;0.19404616683333334
157;0.0002644284650000001;8.160000000000003e-05;0.19374817716666665
158;0.0002644284650000001;8.160000000000003e-05;0.19357977716666666
159;0.0002644284650000001;8.160000000000003e-05;0.18877488666666664
160;0.0002644284650000001;8.160000000000003e-05;0.19135782040000002
161;0.0002644284650000001;8.160000000000003e-05;0.195531904
162;0.0002644284650000001;8.160000000000003e-05;0.18603717666666672
163;0.0002644284650000001;8.160000000000003e-05;0.18447425399999998
164;0.0002644284650000001;8.160000000000003e-05;0.21952364750000003
165;0.0002644284650000001;8.160000000000003e-05;0.2280907778333333
166;0.0002644284650000001;8.160000000000003e-05;0.23192485633333332
167;0.0002644284650000001;8.160000000000003e-05;0.22154389324999996
168;0.0002644284650000001;8.160000000000003e-05;0.23305308749999998
169;0.0002644284650000001;8.160000000000003e-05;0.23269710066666663
170;0.0002644284650000001;8.160000000000003e-05;0.22395639866666667
171;0.0002644284650000001;8.160000000000003e-05;0.2297741013333333
172;0.0002644284650000001;8.160000000000003e-05;0.22235625583333335
173;0.0002644284650000001;8.160000000000003e-05;0.230679068
174;0.0002644284650000001;8.160000000000003e-05;0.25835783533333334
175;0.0002644284650000001;8.160000000000003e-05;0.2634847536666666
176;0.0002644284650000001;8.160000000000003e-05;0.2606657666666667
177;0.0002644284650000001;8.160000000000003e-05;0.25871776966666665
178;0.0002644284650000001;8.160000000000003e-05;0.26379693200000004
179;0.0002644284650000001;8.160000000000003e-05;0.2542428923333333
180;0.000263938316;8.160000000000003e-05;0.26822840466666664
181;0.000263938316;8.160000000000003e-05;0.260776605
182;0.000263938316;8.160000000000003e-05;0.25865592583333336
183;0.000263938316;8.160000000000003e-05;0.26164207149999996
184;0.000263938316;8.160000000000003e-05;0.2821438446666667
185;0.000263938316;8.160000000000003e-05;0.2999688794999999
186;0.000263938316;8.160000000000003e-05;0.30662883816666664
187;0.000263938316;8.160000000000003e-05;0.30256326283333335
188;0.000263938316;8.160000000000003e-05;0.31243158083333333
189;0.000263938316;8.160000000000003e-05;0.3021837463333333
190;0.000263938316;8.160000000000003e-05;0.3079288173333333
191;0.000263938316;8.160000000000003e-05;0.30345248966666666
192;0.000263938316;8.160000000000003e-05;0.3117710723333334
193;0.000263938316;8.160000000000003e-05;0.3044970286666666
194;0.000263938316;8.160000000000003e-05;0.3112512243333334
195;0.000263938316;8.160000000000003e-05;0.34572457216666674
196;0.000263938316;8.160000000000003e-05;0.3443712526666667
197;0.000263938316;8.160000000000003e-05;0.3463712988333333
198;0.000263938316;8.160000000000003e-05;0.348845836
199;0.000263938316;8.160000000000003e-05;0.35138954299999997
200;0.000263938316;8.160000000000003e-05;0.3498277371666667
201;0.000263938316;8.160000000000003e-05;0.34918891883333336
202;0.000263938316;8.160000000000003e-05;0.3461629236666666
203;0.000263938316;8.160000000000003e-05;0.3565212188333334
204;0.000263938316;8.160000000000003e-05;0.345542876
205;0.000263938316;8.160000000000003e-05;0.3878922988333333
206;0.000263938316;8.160000000000003e-05;0.3991692195
207;0.000263938316;8.160000000000003e-05;0.3941726896666667
208;0.000263938316;8.160000000000003e-05;0.39415109733333337
209;0.000263938316;8.160000000000003e-05;0.3925190305
210;0.000263938316;8.160000000000003e-05;0.39437911200000003
211;0.000263938316;8.160000000000003e-05;0.4039132553333334
212;0.000263938316;8.160000000000003e-05;0.3998957256666667
213;0.000263938316;8.160000000000003e-05;0.39671779383333333
214;0.000263938316;8.160000000000003e-05;0.40163973983333334
215;0.000263938316;8.160000000000003e-05;0.5551787373333333
216;0.000263938316;8.160000000000003e-05;0.6167966368333334
217;0.000263938316;8.160000000000003e-05;0.6208579021666668
218;0.000263938316;8.160000000000003e-05;0.6121909773333332
219;0.000263938316;8.160000000000003e-05;0.6129092378333333
220;0.000263938316;8.160000000000003e-05;0.6213232765
221;0.000263938316;8.160000000000003e-05;0.6178324103333334
222;0.000263938316;8.160000000000003e-05;0.6189237613333333
223;0.000263938316;8.160000000000003e-05;0.6185601608333332
224;0.000263938316;8.160000000000003e-05;0.6185210996666667
225;0.000263938316;8.160000000000003e-05;0.7517597381666666
226;0.000263938316;8.160000000000003e-05;0.9231584545
227;0.000263938316;8.160000000000003e-05;0.9238731111666668
228;0.000263938316;8.160000000000003e-05;0.9244433190000001
229;0.000263938316;8.160000000000003e-05;0.9283749096666668
230;0.000263938316;8.160000000000003e-05;0.9302511028333335
231;0.000263938316;8.160000000000003e-05;0.9201672088333335
232;0.000263938316;8.160000000000003e-05;0.9193538296666666
233;0.000263938316;8.160000000000003e-05;0.9174033593333335
234;0.000263938316;8.160000000000003e-05;0.9186544003333332
235;0.000263938316;8.160000000000003e-05;1.7420243063333334
236;0.000263938316;8.160000000000003e-05;5.17396056
237;0.000263938316;8.160000000000003e-05;5.173783926666668
238;0.000263938316;8.160000000000003e-05;5.175521606666668
239;0.000263938316;8.160000000000003e-05;5.1756757900000006
240;0.000268387807;8.160000000000003e-05;5.168964735
241;0.000268387807;8.160000000000003e-05;5.166361431666668
242;0.000268387807;8.160000000000003e-05;5.17114571
243;0.000268387807;8.160000000000003e-05;5.166997085000001
244;0.000268387807;8.160000000000003e-05;5.173201855
245;0.000268387807;8.160000000000003e-05;5.17162418
246;0.000268387807;8.160000000000003e-05;15.115956455
247;0.000268387807;8.160000000000003e-05;15.7871152
248;0.000268387807;8.160000000000003e-05;15.784736591666666
249;0.000268387807;8.160000000000003e-05;15.787565116666666
250;0.000268387807;8.160000000000003e-05;15.790238675
251;0.000268387807;8.160000000000003e-05;15.792949700000001
252;0.000268387807;8.160000000000003e-05;15.791951583333335
253;0.000268387807;8.160000000000003e-05;15.797357575
254;0.000268387807;8.160000000000003e-05;15.791806008333333
255;0.000268387807;8.160000000000003e-05;15.795981041666668
256;0.000268387807;8.160000000000003e-05;27.257085775000004
257;0.000268387807;8.160000000000003e-05;32.52449968333333
258;0.000268387807;8.160000000000003e-05;32.53302576666666
259;0.000268387807;8.160000000000003e-05;32.5243495
260;0.000268387807;8.160000000000003e-05;32.51994403333334
261;0.000268387807;8.160000000000003e-05;32.52561121666667
262;0.000268387807;8.160000000000003e-05;32.531009366666666
263;0.000268387807;8.160000000000003e-05;32.52592706666666
264;0.000268387807;8.160000000000003e-05;32.52215863333334
265;0.000268387807;8.160000000000003e-05;32.526324683333335
266;0.000268387807;8.160000000000003e-05;44.68584015
267;0.000268387807;8.160000000000003e-05;60.57506998333334
268;0.000268387807;8.160000000000003e-05;60.570442766666666
269;0.000268387807;8.160000000000003e-05;60.564071549999994
270;0.000268387807;8.160000000000003e-05;60.56865205
271;0.000268387807;8.160000000000003e-05;60.576681350000015
272;0.000268387807;8.160000000000003e-05;60.57276690000001
273;0.000268387807;8.160000000000003e-05;60.578104083333336
274;0.000268387807;8.160000000000003e-05;60.56867515
275;0.000268387807;8.160000000000003e-05;60.572955050000004
276;0.000268387807;8.160000000000003e-05;67.46049151666666
277;0.000268387807;8.160000000000003e-05;98.84162253333334
278;0.000268387807;8.160000000000003e-05;98.83711333333333
279;0.000268387807;8.160000000000003e-05;98.84096176666667
280;0.000268387807;8.160000000000003e-05;98.83708311666668
281;0.000268387807;8.160000000000003e-05;98.84352800000002
282;0.000268387807;8.160000000000003e-05;98.83870876666667
283;0.000268387807;8.160000000000003e-05;98.83880798333334
284;0.000268387807;8.160000000000003e-05;98.84177701666665
285;0.000268387807;8.160000000000003e-05;98.84309251666666
286;0.000268387807;8.160000000000003e-05;98.84270708333332
287;0.000268387807;8.160000000000003e-05;151.72250133333333
288;0.000268387807;8.160000000000003e-05;155.86783583333334
289;0.000268387807;8.160000000000003e-05;155.8722736666667
290;0.000268387807;8.160000000000003e-05;155.87354366666662
291;0.000268387807;8.160000000000003e-05;155.8718268333333
292;0.000268387807;8.160000000000003e-05;155.8718036666666
