;PV_Winter;PV_Spring;PV_Summer;PV_Autumn;Load_Winter_actual;Load_Spring_actual;Load_Summer_actual;Load_Autumn_actual;Load_Winter_optimized;Load_Spring_optimized;Load_Summer_optimized;Load_Autumn_optimized
0;-0.1883237237295464;0.20644687433092831;-0.07458487100703118;0.3426012773575546;5100.0;2400.0;3353.999999999999;3379.9999999999995;7020.0;1409.9999999999995;3353.999999999999;1120.0
1;0.009605468044977599;-0.20215139023777004;-0.08998744800588987;0.429443647036604;7336.0;13870.000000000002;3505.9999999999995;8118.0;7336.0;12520.000000000002;3505.9999999999995;5268.0
2;0.15694415404962916;-0.536712994346329;-0.09560550027174033;1.2276690627003335;9086.0;23486.0;6315.999999999999;17510.0;6686.0;22136.0;6315.999999999999;11060.0
3;0.08598838328647161;0.4553908321932386;0.024434824900694162;2.3527051429116446;8915.0;21245.0;8406.0;25030.0;8195.0;16020.0;8406.0;13099.999999999998
4;-0.02198732130065996;0.526801656747184;-0.03314993420296724;4.40239411166179;9170.0;24085.0;6315.999999999999;23953.0;16895.0;9820.0;6315.999999999999;10423.0
5;-0.2858898483386255;-0.03376676709171941;0.017140436151392498;6.696825107849404;7540.4;17571.0;4106.0;19027.0;20535.4;2421.0;3306.0;6145.0
6;-0.11587315171876998;-0.084432626920711;0.10630907616065459;10.221506239271141;12942.0;15452.0;12196.0;19271.0;28527.0;3091.9999999999995;10696.0;9521.0
7;0.040586794630105484;-0.05286108376894666;-0.029656072021917487;14.911581016289556;13701.0;11540.0;9525.0;14215.0;26226.0;3640.0;8025.0;8315.0
8;-0.12238471365338134;0.04445721808210382;0.05747950383980343;20.94615106233434;11938.0;10972.0;8696.0;15085.0;13168.0;2052.0;5796.0;9645.0
9;-0.05448024868784536;-0.27618575192543704;0.703482830380904;27.33577269701335;9988.0;18030.0;7633.0;17513.0;8938.0;5565.0;4733.0;7644.999999999999
10;0.5120110253822958;-0.22382958398545272;-0.2959762754569979;36.162648427487206;15866.400000000001;21796.0;10082.0;18308.8;10916.400000000001;9421.0;7282.0;7328.8
11;-0.0005410440639712102;-0.10973618742774352;-0.2640146991619919;44.553087078600484;18498.000000000004;22418.0;15301.000000000002;16671.0;7268.0;12517.999999999998;12301.000000000002;7023.0
12;-0.15279384697359483;-0.10692844568011604;0.6256246059803959;56.69296039856829;16228.999999999998;18756.0;12400.000000000002;13533.0;1479.0;11496.0;8500.0;4773.0
13;-0.25742539032838513;0.09823436997014681;0.04216305566193991;67.7342218341782;17251.199999999997;15006.0;10956.6;9881.0;2071.2;8705.999999999998;3456.5999999999995;6101.0
14;0.1962180428209142;-0.22896592580062058;0.11484171832266088;83.1330470934089;15436.999999999998;15940.0;10834.0;10021.0;5462.0;8940.0;3934.0;8641.0
15;-0.034244474095009386;-0.435676189322483;11.435857799075137;98.75435797325771;13395.599999999999;10344.0;10280.0;11983.0;5070.6;3714.0;4280.0;10971.0
16;-0.09417688527314952;0.45165142831458754;175.49336588254133;116.59470556384082;10323.0;6823.799999999999;9227.0;9689.0;4273.0;1963.7999999999997;3538.9999999999995;8089.0
17;0.2055141498485235;0.15133834287405734;825.2497370342871;134.48569474439978;6840.999999999999;6570.2;7065.999999999999;12251.0;1890.9999999999998;1695.1999999999994;5685.999999999999;5051.0
18;0.1653075743915786;-0.4593356150722341;2046.623931733768;157.76528148070255;10384.8;7946.0;11571.0;13446.0;5434.799999999999;4871.0;6921.0;3846.0
19;0.17773408841592536;31.282562404690072;3354.770294638697;179.40411763241872;12086.0;5389.0;17459.0;20027.6;5536.0;5119.0;10117.0;7302.6
20;0.5977617730539957;447.06611161247804;5692.913055538476;208.40775707816678;16993.600000000002;5423.0;17375.0;24161.2;6763.6;4272.999999999999;7635.0;6786.2
21;0.3717366934522288;1349.1048208334228;7595.352074233334;233.97659978437744;20216.2;3276.0;23256.0;19769.0;6341.199999999999;3426.0;6635.999999999998;7919.0
22;-0.0351499145761862;3080.924936717486;9777.382944224133;267.2097076624097;19798.0;6503.000000000001;25617.0;23294.0;6623.0;6653.000000000001;6117.0;11114.0
23;0.9092072272681507;5232.757549873276;11330.531104177846;298.0037267832186;12799.8;10251.0;29215.4;26492.0;4899.8;10401.0;10267.399999999998;11692.0
24;0.7887913600496095;8331.750944935187;11966.93660844639;413.01030060875524;17349.0;3394.0;27876.999999999996;23433.0;6249.0;3844.0;11357.0;9108.0
25;-0.3046984505926964;11108.135228331246;15958.539861693562;754.9375722221511;21099.0;8028.999999999999;23521.0;22441.0;6624.0;6428.999999999998;17469.0;5491.0
