;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
0;0.99766644074035;0.9986678222747443;0.9999930179445305;0.99832449197781;0.9982966916305237;0.9983095065814757;0.9999888163206238;0.9989069152597272;0.9990999086410131;1.0002027874415034;1.000379243655468;0.9999556100421649;1.0003483710285623;0.9993711808837581;1.0
1;0.9973219442660413;0.9985358892959858;0.9995447147008828;0.9983150791546295;0.9965279532830422;0.9965473248679589;0.9993514102375556;0.9988457510057468;0.99887791334408;0.999895234378531;1.0001966620133664;0.9992964704966986;1.0000108067729443;0.9983049590209105;1.0
2;0.996734356472555;0.9983109182441907;0.99878003733239;0.9982990139134754;0.9935011531870571;0.9935317508133361;0.9982614876980219;0.998741439147896;0.9984993626579174;0.9993706796421405;0.9998852757720033;0.9981693730976646;0.999435154126645;0.996481135440403;1.0
3;0.9963223358151443;0.9981532116581038;0.9982438157955347;0.9982877409683701;0.9913711514840252;0.9914096534728204;0.997495144980489;0.9986683042418897;0.9982339909599319;0.9990028738008182;0.9996669541410255;0.9973768829140243;0.9990315862903809;0.9951982766332462;1.0
4;0.9963968624835517;0.9981817350392732;0.9983408095279239;0.9982897805154035;0.9917568955361179;0.9917939657689365;0.9976338898772151;0.9986815323859873;0.9982819873128954;0.9990694019030182;0.9997064428563848;0.9975203623267735;0.9991045788803948;0.9954305664280517;1.0
5;0.9964831816731821;0.998214773244817;0.9984531499683392;0.9982921425151974;0.9922034181097543;0.9922388311476271;0.9977945178043954;0.9986968539594414;0.998337580620663;0.9991464574197221;0.9997521807861037;0.9976864711906002;0.9991891240805966;0.9956994763361267;1.0
6;0.9962547954636264;0.9981273631710289;0.9981559139270522;0.9982858924269339;0.9910213888853885;0.9910611891834575;0.9973693572810525;0.9986563163514138;0.9981904955538189;0.9989425825719512;0.9996311677680174;0.9972468026311828;0.9989654381650479;0.9949876683237552;1.0
7;0.9961154841187323;0.9980740502060442;0.9979746024094738;0.9982820789915717;0.9902994156283387;0.990341896186851;0.9971097549147341;0.9986315903062164;0.9981007851957091;0.9988182246349749;0.9995573551233926;0.9969783405180908;0.9988290043565791;0.9945529766752763;1.0
8;0.9961626573354261;0.998092102421231;0.9980359978662318;0.9982833703713072;0.990543969667633;0.9905855422937686;0.9971976830624573;0.998639962873553;0.9981311619185782;0.9988603342067867;0.99958234909549;0.9970692695891415;0.9988752023033816;0.9947002134591001;1.0
9;0.9962464967464333;0.9981241872225971;0.9981451133424268;0.9982856652834506;0.9909784016118727;0.9910183614844101;0.9973538984586632;0.9986548434072758;0.9981851513593683;0.998935174581872;0.999626770715694;0.9972308162525975;0.9989573106397199;0.9949617846050022;1.0
