;Residual_Actual;Residual_Optimized
0;1601.29226810842;941.2752156400062
1;9127.803018706163;8223.311555548149
2;15536.637461501736;14643.765037456598
3;14194.669719835068;10761.35650985243
4;16014.053240885416;6633.425287673611
5;11815.21131328125;1728.9861634657118
6;10339.066076519099;2049.969363042535
7;7771.635959657118;2416.577519433594
8;7326.002534722223;1397.3890320041232
9;11868.540059244791;3639.924572705078
10;14452.755380685763;6198.058783745661
11;14932.093875702338;8269.807818705744
12;12585.479456137515;7688.328542537179
13;10090.066146874999;5872.156595659722
14;10604.651715060765;5954.418287326389
15;7041.464568250868;2604.1307570312497
16;4645.470161241319;1354.3625226671008
17;4386.851138411458;1137.663025390625
18;5260.932224739583;3153.525029324002
19;3641.9764474609374;3382.392406846788
20;3280.3401130316843;2540.6034384440104
21;1146.5579188774957;1207.4016565022787
22;1627.5982867817443;1713.8813892241417
23;2073.765323930828;2151.6311684129455
24;-4994.003852864584;-4695.723301405164
25;-5138.718638476563;-6154.074296820746
26;-7826.790279926215;-9596.23160123698
27;-10949.646478602432;-11674.485964713542
28;-15547.100868836806;-13632.137308420139
29;-18032.184262282986;-10719.549363064236
30;-15186.97108767361;-3982.4741562500003
31;-17164.399546961806;-2772.7766856065537
32;-22878.714243055558;-8755.098717730036
33;-30622.1273125232;-19162.704647834642
34;-29630.537758295395;-23261.339178379854
35;-26956.59815407986;-23088.126162586803
36;-28914.470623177083;-24495.110364409724
37;-27293.09545190972;-18655.760972265627
38;-19769.766467100697;-7921.91160828993
39;-19341.06289045139;-3204.267301638455
40;-25653.84822013889;-11513.939811360677
41;-33480.36244991319;-21872.60873624132
42;-34673.04185833333;-21425.047258854163
43;-33490.33765815972;-18734.242564670138
44;-34659.61579124428;-16952.171838578393
45;-32688.018064777258;-16619.23762757291
46;-27506.848307118056;-12790.020568315973
47;-19236.420497743056;-12075.113699348958
48;-22585.38019956597;-16388.692166970486
49;-23612.537903993056;-19429.771438715277
50;-21885.83897699653;-20212.02326987847
51;-26212.584264062498;-25955.12186597222
52;-24340.36875251736;-26061.735852864582
53;-21710.535457465277;-16248.621528038195
54;-20307.27274626736;-9944.370541970486
55;-19222.177250127155;-3038.88774871335
56;-18981.335053293154;-810.4533110302461
57;-16406.80778736979;-6038.044011215549
58;-15522.415363020833;-8740.434187934028
59;-14985.659369227431;-13396.14504748264
60;-13591.22634891493;-18211.68498980035
61;-14833.404482248265;-19120.533833854166
62;-7009.515692686632;-14892.786029557292
63;-2009.3729328233508;-11817.212524175347
64;-8296.302332139758;-12851.472835720486
65;-11585.251252821181;-13447.670568142361
66;-9293.282811516523;-10336.82160465729
67;-5045.727663393409;-6732.279840585323
68;-1246.8580538248698;-3553.660195562066
69;-1912.6995791585286;-2742.644376692708
70;1055.8846374575933;368.744500098949
71;5526.756260715061;1832.7272469699435
72;4682.493897884115;706.9493892853525
73;6604.794529144966;2527.1383675509983
74;9209.588753602431;4901.006841210937
75;13846.552238541668;9358.629809613716
76;15377.262338368057;10523.179749045139
77;13805.233207522439;8958.608959006155
78;11693.970780710859;5944.278393955693
79;13002.651985026041;4480.5693656250005
80;11621.185345052083;2775.172258832465
81;13101.602402864582;3007.8503743381075
82;16004.54928923611;4607.004477723524
83;12487.774824088541;5458.563923003472
84;12333.492542925347;3720.611549989149
85;11292.732894314237;1727.65740679796
86;8454.736192296006;2603.7778197862417
87;11101.32877938368;5034.070621495226
88;13832.988325712871;5961.172663628509
89;16579.625337885704;6591.495761196458
90;12605.744932899306;3750.9787316297743
91;9041.598270572917;2121.4698933702257
92;7523.64985672743;1536.1766683485243
93;4887.259307530381;418.79380734659827
94;7421.539817643229;3009.6006798428007
95;5023.990768511285;2884.320817762587
